source_id	href	url	local_path	label	status	bytes	error
mia_1936_trotskyite_zinovievite_index	19/indictment.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/19/indictment.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/19__indictment.htm	Indictment	ok	7535	
mia_1936_trotskyite_zinovievite_index	19/terrorist-centre.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/19/terrorist-centre.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/19__terrorist-centre.htm	I. The Trotskyite-Zinovievite United Terrorist Centre	ok	42740	
mia_1936_trotskyite_zinovievite_index	19/united-centre.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/19/united-centre.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/19__united-centre.htm	II. The United Trotskyite-Zinovievite Centre and the Assassination of Comrade S. M. Kirov	ok	12485	
mia_1936_trotskyite_zinovievite_index	19/organised-centre.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/19/organised-centre.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/19__organised-centre.htm	III. Organization by the United Trotskyite-Zinovievite Centre of Terroristic Acts Against Comrades Voroshilov, Zhdanov, Kaganovich, Kossior, Orjonikidze and Postyshev	ok	14147	
mia_1936_trotskyite_zinovievite_index	19/mrachkovsky.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/19/mrachkovsky.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/19__mrachkovsky.htm	Examination of the Accused Mrachkovsky	ok	15457	
mia_1936_trotskyite_zinovievite_index	19/evdokimov.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/19/evdokimov.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/19__evdokimov.htm	Examination of the Accused Evdokimov	ok	8905	
mia_1936_trotskyite_zinovievite_index	19/dreitzer.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/19/dreitzer.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/19__dreitzer.htm	Examination of the Accused Dreitzer	ok	8013	
mia_1936_trotskyite_zinovievite_index	19/reingold.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/19/reingold.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/19__reingold.htm	Examination of the Accused Reingold	ok	13480	
mia_1936_trotskyite_zinovievite_index	19/bakayev.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/19/bakayev.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/19__bakayev.htm	Examination of the Accused Bakayev	ok	7725	
mia_1936_trotskyite_zinovievite_index	19/pickel.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/19/pickel.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/19__pickel.htm	Examination of the Accused Pickel	ok	3717	
mia_1936_trotskyite_zinovievite_index	20/kamenev.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/20/kamenev.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/20__kamenev.htm	Examination of the Accused Kamenev	ok	12118	
mia_1936_trotskyite_zinovievite_index	20/yakovlev.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/20/yakovlev.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/20__yakovlev.htm	Examination of the Witness Yakovlev	ok	3094	
mia_1936_trotskyite_zinovievite_index	20/zinoviev.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/20/zinoviev.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/20__zinoviev.htm	Examination of the Accused Zinoviev	ok	14045	
mia_1936_trotskyite_zinovievite_index	20/safonova.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/20/safonova.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/20__safonova.htm	Examination of the Witness Safonova	ok	4256	
mia_1936_trotskyite_zinovievite_index	20/smirnov.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/20/smirnov.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/20__smirnov.htm	Examination of the Accused I.N. Smirnov	ok	19092	
mia_1936_trotskyite_zinovievite_index	20/olberg.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/20/olberg.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/20__olberg.htm	Examination of the Accused Olberg	ok	15342	
mia_1936_trotskyite_zinovievite_index	20/berman-yurin.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/20/berman-yurin.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/20__berman-yurin.htm	Examination of the Accused Berman-Yurin	ok	11357	
mia_1936_trotskyite_zinovievite_index	21/holtzman.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/21/holtzman.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/21__holtzman.htm	Examination of the Accused Holtzman	ok	9466	
mia_1936_trotskyite_zinovievite_index	21/nlurye.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/21/nlurye.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/21__nlurye.htm	Examination of the Accused N. Lurye	ok	10073	
mia_1936_trotskyite_zinovievite_index	21/mlurye.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/21/mlurye.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/21__mlurye.htm	Examination of the Accused M. Lurye	ok	7731	
mia_1936_trotskyite_zinovievite_index	21/ter-vaganyan.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/21/ter-vaganyan.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/21__ter-vaganyan.htm	Examination of the Accused Ter-Vaganyan	ok	8392	
mia_1936_trotskyite_zinovievite_index	21/kruglyansky.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/21/kruglyansky.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/21__kruglyansky.htm	Examination of the Accused Fritz David (Kruglyansky)	ok	8909	
mia_1936_trotskyite_zinovievite_index	21/statement.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/21/statement.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/21__statement.htm	Statement by Comrade Vyshinsky, State Attorney of the U.S.S.R.	ok	3089	
mia_1936_trotskyite_zinovievite_index	22/prosecution.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/22/prosecution.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/22__prosecution.htm	Speech for the Prosecution by Comrade A.Y. Vyshinsky, State Attorney of the U.S.S.R.	ok	12395	
mia_1936_trotskyite_zinovievite_index	22/contemptible-terrorists.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/22/contemptible-terrorists.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/22__contemptible-terrorists.htm	The Trotskyite-Zinovievite Centre - A gang of Contemptible Terrorists	ok	10227	
mia_1936_trotskyite_zinovievite_index	22/sworn-enemies.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/22/sworn-enemies.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/22__sworn-enemies.htm	Trotsky, Zinoviev, Kamenev - Sworn Enimies of the Soviet Union	ok	13528	
mia_1936_trotskyite_zinovievite_index	22/double-dealing.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/22/double-dealing.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/22__double-dealing.htm	Double-dealing, Deception and Provocation - The Principal Methods of the Trotskyites-Zinovievites	ok	20235	
mia_1936_trotskyite_zinovievite_index	22/counter-revolutionary.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/22/counter-revolutionary.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/22__counter-revolutionary.htm	The Counter-Revolutionary Terroristic Activities of the Trotskyites-Zinovievites are Fully Proved	ok	22574	
mia_1936_trotskyite_zinovievite_index	22/killed-kirov.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/22/killed-kirov.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/22__killed-kirov.htm	The Trotskyite-Zinovievite Centre Killed Comrade Kirov	ok	18322	
mia_1936_trotskyite_zinovievite_index	22/torn-masks.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/22/torn-masks.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/22__torn-masks.htm	The Masks Are Torn From the Accused	ok	11733	
mia_1936_trotskyite_zinovievite_index	22/mad-dogs.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/22/mad-dogs.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/22__mad-dogs.htm	Dogs Gone Mad Should All Be Shot	ok	4070	
mia_1936_trotskyite_zinovievite_index	22/evening.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/22/evening.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/22__evening.htm	Last Pleas of Mrachkovsky, Evdokimov, Dreitzer, Reingold, Bakayev and Pickel	ok	9150	
mia_1936_trotskyite_zinovievite_index	23/last-pleas.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/23/last-pleas.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/23__last-pleas.htm	Last Pleas of Kamenev, Zinoviev, Smirnov, Olberg, Berman-Yurin, Holtzman, N. Lurye and M. Lurye	ok	9344	
mia_1936_trotskyite_zinovievite_index	23/last-pleas-td.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/23/last-pleas-td.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/23__last-pleas-td.htm	Last Pleas of Ter-Vaganyan and Fritz David	ok	1941	
mia_1936_trotskyite_zinovievite_index	24/verdict.htm	https://www.marxists.org/history/ussr/government/law/1936/moscow-trials/24/verdict.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1936-trotskyite-zinovievite/24__verdict.htm	The Verdict	ok	16055	
mia_1938_bukharin_case_index	1.htm	https://www.marxists.org/archive/bukharin/works/1938/trial/1.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1938-bukharin/1.htm	Interrogation of accused Bukharin, Evening Session, March 5, 1938.	exists	65187	
mia_1938_bukharin_case_index	2.htm	https://www.marxists.org/archive/bukharin/works/1938/trial/2.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1938-bukharin/2.htm	Interrogation of accused Bukharin, Morning Session, March 7, 1938.	exists	133547	
mia_1938_bukharin_case_index	3.htm	https://www.marxists.org/archive/bukharin/works/1938/trial/3.htm	/srv/toolbox/shared/showtrials-review/translation-assets/source-documents/mia/html-pages/1938-bukharin/3.htm	Last Plea, Evening Session, March 12, 1938.	exists	37942	
