file	filename	chars	words	lines	html_tag_like	html_entity_like	nbsp_char	many_spaces	many_blank_lines	footnote_marker	archive_ref	editorial_braces	angle_editorial	stamp_marker
/tmp/showtrials-discovery/export-txt/4049_protokol-doprosa-g-i-mironova.txt	4049_protokol-doprosa-g-i-mironova.txt	2186	336	52	1	0	13	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4050_protokol-doprosa-b-n-sahova-3.txt	4050_protokol-doprosa-b-n-sahova-3.txt	5244	843	83	3	0	7	0	0	2	5	0	3	0
/tmp/showtrials-discovery/export-txt/4055_protokol-doprosa-b-n-sahova-4.txt	4055_protokol-doprosa-b-n-sahova-4.txt	2788	437	57	2	0	7	0	0	2	5	0	2	0
/tmp/showtrials-discovery/export-txt/4056_protokol-doprosa-g-e-gorbacheva-2.txt	4056_protokol-doprosa-g-e-gorbacheva-2.txt	6799	908	62	3	0	44	0	0	0	5	0	3	0
/tmp/showtrials-discovery/export-txt/4057_protokol-doprosa-f-f-fadeeva-5.txt	4057_protokol-doprosa-f-f-fadeeva-5.txt	1090	162	48	0	0	26	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4058_protokol-doprosa-g-f-popova-8.txt	4058_protokol-doprosa-g-f-popova-8.txt	617	92	32	0	0	6	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4059_zayavlenie-g-f-popova-sledovatelyu-p-a-korkinu.txt	4059_zayavlenie-g-f-popova-sledovatelyu-p-a-korkinu.txt	1065	173	30	0	0	5	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4060_protokol-doprosa-m-n-yakovleva-4.txt	4060_protokol-doprosa-m-n-yakovleva-4.txt	1810	242	50	3	0	15	0	0	0	5	0	3	0
/tmp/showtrials-discovery/export-txt/4061_protokol-doprosa-m-n-yakovleva-5.txt	4061_protokol-doprosa-m-n-yakovleva-5.txt	6307	828	104	16	0	33	0	0	2	5	0	16	0
/tmp/showtrials-discovery/export-txt/4062_protokol-doprosa-a-k-seredohina-2.txt	4062_protokol-doprosa-a-k-seredohina-2.txt	2934	391	76	16	0	15	0	0	0	5	0	16	0
/tmp/showtrials-discovery/export-txt/4063_protokol-doprosa-d-p-albanskogo.txt	4063_protokol-doprosa-d-p-albanskogo.txt	2396	347	38	29	0	23	0	0	0	5	0	29	0
/tmp/showtrials-discovery/export-txt/4064_protokol-doprosa-i-p-bakaeva-4.txt	4064_protokol-doprosa-i-p-bakaeva-4.txt	4758	660	51	10	0	10	0	0	2	5	0	10	0
/tmp/showtrials-discovery/export-txt/4065_protokol-doprosa-m-v-pozdeevoj-4.txt	4065_protokol-doprosa-m-v-pozdeevoj-4.txt	1432	227	32	1	0	6	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4066_protokol-doprosa-s-n-bogracheva.txt	4066_protokol-doprosa-s-n-bogracheva.txt	4672	657	72	8	0	20	0	0	0	5	0	8	0
/tmp/showtrials-discovery/export-txt/4067_protokol-doprosa-v-n-czaturovoj-bolshakovoj-2.txt	4067_protokol-doprosa-v-n-czaturovoj-bolshakovoj-2.txt	931	147	50	6	0	10	0	0	0	6	0	6	0
/tmp/showtrials-discovery/export-txt/4068_zayavlenie-g-i-safarova-v-czk-vkpb-i-i-v-stalinu.txt	4068_zayavlenie-g-i-safarova-v-czk-vkpb-i-i-v-stalinu.txt	16604	2145	50	1	0	6	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4069_protokol-ochnoj-stavki-mezhdu-g-i-safarovym-i-b-n-sahovym.txt	4069_protokol-ochnoj-stavki-mezhdu-g-i-safarovym-i-b-n-sahovym.txt	2058	330	62	3	0	11	0	0	0	5	0	3	0
/tmp/showtrials-discovery/export-txt/4070_protokol-ochnoj-stavki-mezhdu-p-p-severovym-i-g-f-popovym.txt	4070_protokol-ochnoj-stavki-mezhdu-p-p-severovym-i-g-f-popovym.txt	1506	231	50	0	0	36	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4071_protokol-ochnoj-stavki-mezhdu-ya-v-sharovym-i-i-s-gorsheninym.txt	4071_protokol-ochnoj-stavki-mezhdu-ya-v-sharovym-i-i-s-gorsheninym.txt	2133	297	64	0	0	50	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4089_protokol-doprosa-ya-f-sharova.txt	4089_protokol-doprosa-ya-f-sharova.txt	2553	367	40	1	0	7	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4090_protokol-doprosa-a-i-anisheva-6.txt	4090_protokol-doprosa-a-i-anisheva-6.txt	5403	801	56	2	0	8	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4091_pokazaniya-a-i-anisheva.txt	4091_pokazaniya-a-i-anisheva.txt	954	160	37	2	0	8	0	0	2	5	0	2	0
/tmp/showtrials-discovery/export-txt/4092_pokazaniya-a-i-anisheva-2.txt	4092_pokazaniya-a-i-anisheva-2.txt	817	129	30	0	0	6	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4093_pokazaniya-a-i-anisheva-3.txt	4093_pokazaniya-a-i-anisheva-3.txt	540	81	31	1	0	6	0	0	2	5	0	1	0
/tmp/showtrials-discovery/export-txt/4095_protokol-doprosa-a-m-gertika-5.txt	4095_protokol-doprosa-a-m-gertika-5.txt	2021	297	48	1	0	7	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4096_protokol-doprosa-n-a-czarkova-4.txt	4096_protokol-doprosa-n-a-czarkova-4.txt	1102	166	42	0	0	8	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4097_protokol-doprosa-a-f-bashkirova-4.txt	4097_protokol-doprosa-a-f-bashkirova-4.txt	1818	281	48	2	0	8	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4098_protokol-doprosa-a-e-kozhuro.txt	4098_protokol-doprosa-a-e-kozhuro.txt	2011	279	50	1	0	8	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4099_protokol-doprosa-a-k-seredohina-3.txt	4099_protokol-doprosa-a-k-seredohina-3.txt	5028	688	79	6	0	32	0	0	4	5	0	6	0
/tmp/showtrials-discovery/export-txt/4100_pokazaniya-v-a-vinogradova.txt	4100_pokazaniya-v-a-vinogradova.txt	808	117	34	3	0	15	0	0	0	5	0	3	0
/tmp/showtrials-discovery/export-txt/4101_pokazaniya-v-a-vinogradova-2.txt	4101_pokazaniya-v-a-vinogradova-2.txt	592	83	34	2	0	10	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4102_protokol-doprosa-f-f-fadeeva-6.txt	4102_protokol-doprosa-f-f-fadeeva-6.txt	1221	163	44	0	0	16	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4103_protokol-doprosa-f-f-fadeeva-7.txt	4103_protokol-doprosa-f-f-fadeeva-7.txt	684	105	38	0	0	8	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4104_protokol-doprosa-m-n-avdeeva.txt	4104_protokol-doprosa-m-n-avdeeva.txt	3245	463	48	28	0	21	0	0	2	5	0	28	0
/tmp/showtrials-discovery/export-txt/4105_protokol-doprosa-k-f-lebedeva.txt	4105_protokol-doprosa-k-f-lebedeva.txt	2814	403	50	17	0	23	0	0	0	5	0	17	0
/tmp/showtrials-discovery/export-txt/4106_protokol-doprosa-m-n-yakovleva-6.txt	4106_protokol-doprosa-m-n-yakovleva-6.txt	3887	567	76	7	0	27	0	0	2	5	0	7	0
/tmp/showtrials-discovery/export-txt/4107_protokol-doprosa-a-m-berezina.txt	4107_protokol-doprosa-a-m-berezina.txt	6904	1051	52	29	0	40	0	0	2	5	0	29	0
/tmp/showtrials-discovery/export-txt/4108_protokol-doprosa-g-e-gorbacheva-3.txt	4108_protokol-doprosa-g-e-gorbacheva-3.txt	14866	1999	108	4	0	92	0	0	0	5	0	4	0
/tmp/showtrials-discovery/export-txt/4109_protokol-ochnoj-stavki-mezhdu-g-i-safarovym-i-a-v-gerczbergom.txt	4109_protokol-ochnoj-stavki-mezhdu-g-i-safarovym-i-a-v-gerczbergom.txt	2802	445	64	6	0	10	0	0	0	5	0	6	0
/tmp/showtrials-discovery/export-txt/4110_protokol-ochnoj-stavki-mezhdu-i-i-tarasovym-i-l-ya-fajvilovichem.txt	4110_protokol-ochnoj-stavki-mezhdu-i-i-tarasovym-i-l-ya-fajvilovichem.txt	1792	253	54	0	0	8	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4131_protokol-doprosa-g-i-safarova-17.txt	4131_protokol-doprosa-g-i-safarova-17.txt	1338	183	36	1	0	11	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4132_protokol-doprosa-e-b-abramsona.txt	4132_protokol-doprosa-e-b-abramsona.txt	6930	996	54	25	0	7	0	0	0	5	0	25	0
/tmp/showtrials-discovery/export-txt/4133_protokol-doprosa-g-f-fedorova-6.txt	4133_protokol-doprosa-g-f-fedorova-6.txt	8769	1177	88	1	0	8	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4134_pokazaniya-i-i-tarasova.txt	4134_pokazaniya-i-i-tarasova.txt	3052	481	54	3	0	7	0	0	0	5	0	3	0
/tmp/showtrials-discovery/export-txt/4135_protokol-doprosa-d-a-anikina.txt	4135_protokol-doprosa-d-a-anikina.txt	6997	946	92	9	0	14	0	0	0	5	0	9	0
/tmp/showtrials-discovery/export-txt/4136_protokol-ochnoj-stavki-mezhdu-s-n-bograchevym-i-d-a-anikinym.txt	4136_protokol-ochnoj-stavki-mezhdu-s-n-bograchevym-i-d-a-anikinym.txt	4939	650	70	4	0	35	0	0	0	5	0	4	0
/tmp/showtrials-discovery/export-txt/4137_protokol-doprosa-a-p-kostinoj-3.txt	4137_protokol-doprosa-a-p-kostinoj-3.txt	1160	181	40	0	0	8	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4138_protokol-doprosa-i-p-bakaeva-5.txt	4138_protokol-doprosa-i-p-bakaeva-5.txt	15925	2357	129	8	0	10	0	0	2	5	0	8	0
/tmp/showtrials-discovery/export-txt/4201_zayavlenie-i-n-smirnova-i-m-s-boguslavskogo-ob-othode-ot-oppoziczii.txt	4201_zayavlenie-i-n-smirnova-i-m-s-boguslavskogo-ob-othode-ot-oppoziczii.txt	6239	818	60	0	0	23	0	0	0	0	0	0	0
/tmp/showtrials-discovery/export-txt/4202_pisma-l-d-troczkogo-v-p-olbergu.txt	4202_pisma-l-d-troczkogo-v-p-olbergu.txt	3274	468	37	0	0	7	0	0	2	5	0	0	0
/tmp/showtrials-discovery/export-txt/4203_speczsoobshhenie-g-g-yagody-n-i-ezhovu-s-prilozheniem-zayavleniya-m-s-golendo-v-.txt	4203_speczsoobshhenie-g-g-yagody-n-i-ezhovu-s-prilozheniem-zayavleniya-m-s-golendo-v-.txt	67699	9927	606	87	0	38	0	0	12	0	0	87	0
/tmp/showtrials-discovery/export-txt/4269_speczsoobshhenie-g-g-yagody-n-i-ezhovu-s-prilozheniem-protokola-doprosa-v-f-logi.txt	4269_speczsoobshhenie-g-g-yagody-n-i-ezhovu-s-prilozheniem-protokola-doprosa-v-f-logi.txt	12388	1828	289	0	0	123	0	0	0	10	0	0	0
/tmp/showtrials-discovery/export-txt/4270_protokol-doprosa-n-v-golubenko.txt	4270_protokol-doprosa-n-v-golubenko.txt	9412	1359	153	11	0	79	0	0	4	5	0	11	0
/tmp/showtrials-discovery/export-txt/4272_speczsoobshhenie-g-g-yagody-n-i-ezhovu-s-prilozheniem-protokola-doprosa-g-ya-sok.txt	4272_speczsoobshhenie-g-g-yagody-n-i-ezhovu-s-prilozheniem-protokola-doprosa-g-ya-sok.txt	19323	2610	249	1	0	100	0	0	0	10	0	1	0
/tmp/showtrials-discovery/export-txt/4288_vypiska-iz-stenograficheskogo-otcheta-zakrytogo-partsobraniya-redkollektiva-gaze.txt	4288_vypiska-iz-stenograficheskogo-otcheta-zakrytogo-partsobraniya-redkollektiva-gaze.txt	37558	5918	214	14	0	36	0	0	6	15	0	14	0
/tmp/showtrials-discovery/export-txt/4289_pismo-k-b-radeka-k-partkollektivu-redakczii-gazety-izvestiya.txt	4289_pismo-k-b-radeka-k-partkollektivu-redakczii-gazety-izvestiya.txt	1995	271	42	1	0	10	0	0	2	5	0	1	0
/tmp/showtrials-discovery/export-txt/4290_pismo-k-b-radeka-v-sekretariat-czk-vkpb-po-povodu-stati-o-troczkistsko-zinovevsk.txt	4290_pismo-k-b-radeka-v-sekretariat-czk-vkpb-po-povodu-stati-o-troczkistsko-zinovevsk.txt	1300	188	32	0	0	8	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4291_pismo-ya-a-livshicza-i-v-stalinu.txt	4291_pismo-ya-a-livshicza-i-v-stalinu.txt	9520	1429	56	11	0	11	0	0	0	5	0	11	0
/tmp/showtrials-discovery/export-txt/4318_protokol-doprosa-e-b-abramsona-2.txt	4318_protokol-doprosa-e-b-abramsona-2.txt	1152	169	36	1	0	7	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4319_protokol-doprosa-m-p-stremyakova.txt	4319_protokol-doprosa-m-p-stremyakova.txt	5510	849	50	17	0	31	0	0	0	5	0	17	0
/tmp/showtrials-discovery/export-txt/4320_protokol-doprosa-i-f-kasperskogo.txt	4320_protokol-doprosa-i-f-kasperskogo.txt	3119	445	50	29	0	19	0	0	0	6	0	29	0
/tmp/showtrials-discovery/export-txt/4321_protokol-doprosa-a-i-anisheva-7.txt	4321_protokol-doprosa-a-i-anisheva-7.txt	4224	617	54	1	0	8	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4322_protokol-ochnoj-stavki-mezhdu-a-m-gertikom-i-i-s-gorsheninym.txt	4322_protokol-ochnoj-stavki-mezhdu-a-m-gertikom-i-i-s-gorsheninym.txt	2753	378	62	1	0	46	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4323_protokol-ochnoj-stavki-mezhdu-a-f-bashkirovym-i-s-m-gessenom.txt	4323_protokol-ochnoj-stavki-mezhdu-a-f-bashkirovym-i-s-m-gessenom.txt	1595	220	50	1	0	55	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4324_protokol-ochnoj-stavki-mezhdu-a-f-bashkirovym-i-a-m-gertikom.txt	4324_protokol-ochnoj-stavki-mezhdu-a-f-bashkirovym-i-a-m-gertikom.txt	1960	265	59	2	0	61	0	0	2	5	0	2	0
/tmp/showtrials-discovery/export-txt/4325_protokol-ochnoj-stavki-mezhdu-a-v-gerczbergom-i-a-s-kuklinym.txt	4325_protokol-ochnoj-stavki-mezhdu-a-v-gerczbergom-i-a-s-kuklinym.txt	1587	207	54	1	0	66	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4326_zayavlenie-i-s-gorshenina-v-sledstvennuyu-komissiyu.txt	4326_zayavlenie-i-s-gorshenina-v-sledstvennuyu-komissiyu.txt	4406	563	48	3	0	6	0	0	0	5	0	3	0
/tmp/showtrials-discovery/export-txt/4327_zayavlenie-i-i-tarasova-i-v-stalinu.txt	4327_zayavlenie-i-i-tarasova-i-v-stalinu.txt	9760	1407	66	2	0	7	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4338_zayavlenie-m-m-haritonova-v-czk-vkpb-i-v-stalinu.txt	4338_zayavlenie-m-m-haritonova-v-czk-vkpb-i-v-stalinu.txt	4824	714	44	3	0	6	0	0	0	5	0	3	0
/tmp/showtrials-discovery/export-txt/4339_protokol-doprosa-ya-v-sharova.txt	4339_protokol-doprosa-ya-v-sharova.txt	5520	763	72	0	0	7	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4340_protokol-doprosa-ya-v-sharova-2.txt	4340_protokol-doprosa-ya-v-sharova-2.txt	1004	152	36	0	0	7	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4341_protokol-doprosa-a-e-kozhuro-2.txt	4341_protokol-doprosa-a-e-kozhuro-2.txt	12768	1737	126	7	0	7	0	0	0	5	0	7	0
/tmp/showtrials-discovery/export-txt/4342_protokol-doprosa-b-l-bravo-6.txt	4342_protokol-doprosa-b-l-bravo-6.txt	4714	702	84	1	0	13	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4348_protokol-doprosa-b-l-bravo-7.txt	4348_protokol-doprosa-b-l-bravo-7.txt	8226	1156	56	2	0	7	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4349_protokol-doprosa-a-i-anisheva-8.txt	4349_protokol-doprosa-a-i-anisheva-8.txt	5815	831	56	2	0	7	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4350_protokol-doprosa-a-e-kozhuro-3.txt	4350_protokol-doprosa-a-e-kozhuro-3.txt	1384	198	40	0	0	7	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4351_protokol-doprosa-i-v-vardina-mgeladze.txt	4351_protokol-doprosa-i-v-vardina-mgeladze.txt	21040	2995	270	29	0	168	0	0	0	6	0	29	0
/tmp/showtrials-discovery/export-txt/4352_protokol-doprosa-i-f-kasperskogo-2.txt	4352_protokol-doprosa-i-f-kasperskogo-2.txt	1839	249	44	4	0	12	0	0	0	5	0	4	0
/tmp/showtrials-discovery/export-txt/4353_protokol-doprosa-s-g-semenova.txt	4353_protokol-doprosa-s-g-semenova.txt	2377	358	50	1	0	26	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4354_protokol-doprosa-p-m-repnikova.txt	4354_protokol-doprosa-p-m-repnikova.txt	9595	1416	98	20	0	112	0	0	0	5	0	20	0
/tmp/showtrials-discovery/export-txt/4355_protokol-doprosa-g-i-safarova-18.txt	4355_protokol-doprosa-g-i-safarova-18.txt	1023	135	34	0	0	7	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4356_protokol-doprosa-g-i-safarova-19.txt	4356_protokol-doprosa-g-i-safarova-19.txt	1658	245	40	0	0	7	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4357_protokol-doprosa-g-i-safarova-20.txt	4357_protokol-doprosa-g-i-safarova-20.txt	1574	227	30	0	0	6	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4358_protokol-doprosa-l-b-kameneva-4.txt	4358_protokol-doprosa-l-b-kameneva-4.txt	17479	2660	77	4	0	13	0	0	8	5	0	4	0
/tmp/showtrials-discovery/export-txt/4359_protokol-ochnoj-stavki-mezhdu-i-p-bakaevym-i-g-e-evdokimovym.txt	4359_protokol-ochnoj-stavki-mezhdu-i-p-bakaevym-i-g-e-evdokimovym.txt	3819	526	99	0	0	51	0	0	2	5	0	0	0
/tmp/showtrials-discovery/export-txt/4360_pokazaniya-g-e-evdokimova.txt	4360_pokazaniya-g-e-evdokimova.txt	2116	341	38	0	0	7	0	0	2	5	0	0	0
/tmp/showtrials-discovery/export-txt/4362_protokol-ochnoj-stavki-mezhdu-g-e-evdokimovym-i-i-s-gorsheninym.txt	4362_protokol-ochnoj-stavki-mezhdu-g-e-evdokimovym-i-i-s-gorsheninym.txt	1704	223	58	1	0	24	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4376_protokol-doprosa-b-l-bravo-8.txt	4376_protokol-doprosa-b-l-bravo-8.txt	1496	196	42	3	0	7	0	0	0	5	0	3	0
/tmp/showtrials-discovery/export-txt/4377_protokol-doprosa-b-l-bravo-9.txt	4377_protokol-doprosa-b-l-bravo-9.txt	2558	380	56	1	0	8	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4378_protokol-doprosa-ya-v-sharova-3.txt	4378_protokol-doprosa-ya-v-sharova-3.txt	1580	233	44	0	0	7	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4379_protokol-doprosa-g-f-fedorova-7.txt	4379_protokol-doprosa-g-f-fedorova-7.txt	1330	190	40	0	0	8	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4380_protokol-doprosa-g-e-evdokimova-6.txt	4380_protokol-doprosa-g-e-evdokimova-6.txt	1994	309	46	0	0	7	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4381_pokazaniya-g-e-evdokimova-2.txt	4381_pokazaniya-g-e-evdokimova-2.txt	4510	662	51	1	0	7	0	0	2	5	0	1	0
/tmp/showtrials-discovery/export-txt/4382_protokol-doprosa-a-p-kostinoj-4.txt	4382_protokol-doprosa-a-p-kostinoj-4.txt	2796	389	44	0	0	8	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4383_pokazaniya-a-i-aleksandrova.txt	4383_pokazaniya-a-i-aleksandrova.txt	12568	1860	94	16	0	45	0	0	0	5	0	16	0
/tmp/showtrials-discovery/export-txt/4384_protokol-doprosa-t-d-dmitrieva-3.txt	4384_protokol-doprosa-t-d-dmitrieva-3.txt	4965	704	48	2	0	37	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4385_protokol-doprosa-n-a-dmitrieva-4.txt	4385_protokol-doprosa-n-a-dmitrieva-4.txt	3158	465	44	2	0	26	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4386_protokol-ochnoj-stavki-mezhdu-g-e-evdokimovym-i-ya-v-sharovym.txt	4386_protokol-ochnoj-stavki-mezhdu-g-e-evdokimovym-i-ya-v-sharovym.txt	3697	492	90	1	0	60	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4387_protokol-ochnoj-stavki-mezhdu-i-p-bakaevym-i-i-s-gorsheninym.txt	4387_protokol-ochnoj-stavki-mezhdu-i-p-bakaevym-i-i-s-gorsheninym.txt	1781	249	58	1	0	7	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4389_protokol-ochnoj-stavki-mezhdu-i-s-gorsheninym-i-a-v-perimovym.txt	4389_protokol-ochnoj-stavki-mezhdu-i-s-gorsheninym-i-a-v-perimovym.txt	2087	276	50	0	0	54	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4390_zayavlenie-b-n-sahova-i-v-stalinu.txt	4390_zayavlenie-b-n-sahova-i-v-stalinu.txt	15093	2224	74	6	0	7	0	0	0	6	0	6	0
/tmp/showtrials-discovery/export-txt/4391_zayavlenie-m-m-haritonova-l-m-kaganovichu.txt	4391_zayavlenie-m-m-haritonova-l-m-kaganovichu.txt	2692	415	26	6	0	7	0	0	0	5	1	6	0
/tmp/showtrials-discovery/export-txt/4392_protokol-doprosa-i-t-smilgi.txt	4392_protokol-doprosa-i-t-smilgi.txt	5169	762	96	2	0	8	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4393_protokol-doprosa-l-b-kameneva-5.txt	4393_protokol-doprosa-l-b-kameneva-5.txt	18157	2722	219	2	0	11	0	0	4	5	0	2	0
/tmp/showtrials-discovery/export-txt/4395_protokol-doprosa-i-p-bakaeva-6.txt	4395_protokol-doprosa-i-p-bakaeva-6.txt	17247	2533	128	5	0	9	0	0	0	5	0	5	0
/tmp/showtrials-discovery/export-txt/4414_protokol-doprosa-g-i-safarova-21.txt	4414_protokol-doprosa-g-i-safarova-21.txt	3022	441	42	0	0	8	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4415_protokol-doprosa-a-i-anisheva-9.txt	4415_protokol-doprosa-a-i-anisheva-9.txt	2688	410	47	2	0	9	0	0	2	5	0	2	0
/tmp/showtrials-discovery/export-txt/4416_protokol-doprosa-i-v-lyubina.txt	4416_protokol-doprosa-i-v-lyubina.txt	4014	574	78	6	0	11	0	0	0	5	0	6	0
/tmp/showtrials-discovery/export-txt/4417_protokol-doprosa-e-g-lejkina.txt	4417_protokol-doprosa-e-g-lejkina.txt	6387	930	91	19	0	10	0	0	2	5	0	19	0
/tmp/showtrials-discovery/export-txt/4418_protokol-doprosa-i-m-rusanova.txt	4418_protokol-doprosa-i-m-rusanova.txt	5223	755	80	17	0	9	0	0	0	6	0	17	0
/tmp/showtrials-discovery/export-txt/4419_protokol-doprosa-p-e-roczkana.txt	4419_protokol-doprosa-p-e-roczkana.txt	1798	248	58	4	0	16	0	0	0	5	0	4	0
/tmp/showtrials-discovery/export-txt/4420_protokol-doprosa-z-n-gajderovoj.txt	4420_protokol-doprosa-z-n-gajderovoj.txt	1576	247	38	0	0	7	0	0	0	6	0	0	0
/tmp/showtrials-discovery/export-txt/4421_zayavlenie-a-f-bashkirova-sledstviyu-po-delu-zinovevskoj-organizaczii.txt	4421_zayavlenie-a-f-bashkirova-sledstviyu-po-delu-zinovevskoj-organizaczii.txt	1586	240	36	2	0	7	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4422_protokol-ochnoj-stavki-mezhdu-g-e-zinovevym-i-m-m-haritonovym.txt	4422_protokol-ochnoj-stavki-mezhdu-g-e-zinovevym-i-m-m-haritonovym.txt	11063	1644	128	5	0	10	0	0	0	5	0	5	0
/tmp/showtrials-discovery/export-txt/4423_protokol-ochnoj-stavki-mezhdu-g-e-zinovevym-i-g-i-safarovym.txt	4423_protokol-ochnoj-stavki-mezhdu-g-e-zinovevym-i-g-i-safarovym.txt	54450	8424	515	7	0	11	0	0	6	5	0	7	0
/tmp/showtrials-discovery/export-txt/4434_zayavlenie-n-a-czarkova-sledstviyu-po-delu-zinovevskoj-organizaczii.txt	4434_zayavlenie-n-a-czarkova-sledstviyu-po-delu-zinovevskoj-organizaczii.txt	1755	267	38	3	0	7	0	0	0	5	0	3	0
/tmp/showtrials-discovery/export-txt/4435_protokol-ochnoj-stavki-mezhdu-g-e-evdokimovym-i-g-e-zinovevym.txt	4435_protokol-ochnoj-stavki-mezhdu-g-e-evdokimovym-i-g-e-zinovevym.txt	34439	5221	298	9	0	10	0	0	0	5	0	9	0
/tmp/showtrials-discovery/export-txt/4436_pokazaniya-g-e-evdokimova-3.txt	4436_pokazaniya-g-e-evdokimova-3.txt	3412	541	48	2	0	7	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4438_protokol-doprosa-i-p-bakaeva-7.txt	4438_protokol-doprosa-i-p-bakaeva-7.txt	8521	1266	107	6	0	10	0	0	2	5	0	6	0
/tmp/showtrials-discovery/export-txt/4439_protokol-doprosa-i-p-bakaeva-8.txt	4439_protokol-doprosa-i-p-bakaeva-8.txt	1134	157	46	1	0	9	0	0	0	5	0	1	0
/tmp/showtrials-discovery/export-txt/4440_protokol-doprosa-i-s-gorshenina-9.txt	4440_protokol-doprosa-i-s-gorshenina-9.txt	5914	834	84	4	0	9	0	0	0	5	0	4	0
/tmp/showtrials-discovery/export-txt/4441_protokol-doprosa-b-n-sahova-5.txt	4441_protokol-doprosa-b-n-sahova-5.txt	654	99	30	0	0	6	0	0	0	5	0	0	0
/tmp/showtrials-discovery/export-txt/4442_protokol-doprosa-v-d-mironova.txt	4442_protokol-doprosa-v-d-mironova.txt	2136	322	42	18	0	9	0	0	0	6	0	18	0
/tmp/showtrials-discovery/export-txt/4443_pokazaniya-n-k-magdareva.txt	4443_pokazaniya-n-k-magdareva.txt	1854	263	56	5	0	23	0	0	2	5	0	5	0
/tmp/showtrials-discovery/export-txt/4444_zayavlenie-l-ya-fajvilovicha-v-czk-vkpb-i-v-stalinu.txt	4444_zayavlenie-l-ya-fajvilovicha-v-czk-vkpb-i-v-stalinu.txt	2479	364	30	2	0	6	0	0	0	5	0	2	0
/tmp/showtrials-discovery/export-txt/4454_protokol-doprosa-ya-r-elkovicha.txt	4454_protokol-doprosa-ya-r-elkovicha.txt	8772	1302	66	14	0	9	0	0	0	5	0	14	0
/tmp/showtrials-discovery/export-txt/4455_pokazaniya-n-k-magdareva-2.txt	4455_pokazaniya-n-k-magdareva-2.txt	844	128	44	2	0	13	0	0	0	5	0	2	0
