person	position	position_is_noisy	document_count	person_total_documents	share_of_person_documents
С.А. Посвольского	секретарь	no	1	1	1.0
С.А. Посвольского	троцкист	yes	1	1	1.0
С.А. Посвольского	член	yes	1	1	1.0
С.А. Раевского	правый	yes	1	1	1.0
С.А. Раевского	троцкист	yes	1	1	1.0
С.А. Раевского	член	yes	1	1	1.0
С.А. Ратайчаком	вредитель	yes	1	2	0.5
С.А. Ратайчаком	директор	no	1	2	0.5
С.А. Ратайчаком	кандидат	yes	1	2	0.5
С.А. Ратайчаком	нарком	no	1	2	0.5
С.А. Ратайчаком	председатель	no	1	2	0.5
С.А. Ратайчаком	представитель	yes	1	2	0.5
С.А. Ратайчаком	следователь	no	1	2	0.5
С.А. Розентретера	корреспондент	no	1	1	1.0
С.А. Розентретера	троцкист	yes	1	1	1.0
С.А. Розентретера	член	yes	1	1	1.0
С.А. Руднева	член	yes	1	1	1.0
С.А. Саркисова	директор	no	1	1	1.0
С.А. Саркисова	секретарь	no	1	1	1.0
С.А. Саркисова	троцкист	yes	1	1	1.0
С.А. Туровского	комиссар	no	1	1	1.0
С.А. Туровского	нарком	no	1	1	1.0
С.А. Туровского	троцкист	yes	1	1	1.0
С.А. Чихладзе	директор	no	1	6	0.1667
С.А. Чихладзе	начальник	no	1	6	0.1667
С.А. Чихладзе	правый	yes	1	6	0.1667
С.А. Шахиджанян	троцкист	yes	1	1	1.0
С.В. Мрачковский	агент	no	1	8	0.125
С.В. Мрачковский	правый	yes	1	8	0.125
С.В. Мрачковский	следователь	no	1	8	0.125
С.В. Мрачковском	директор	no	1	1	1.0
С.В. Мрачковском	правый	yes	1	1	1.0
С.В. Мрачковском	прокурор	no	1	1	1.0
С.В. Мрачковском	руководитель	no	1	1	1.0
С.В. Мрачковском	свидетель	no	1	1	1.0
С.В. Мрачковском	троцкист	yes	1	1	1.0
С.В. Носова	директор	no	1	1	1.0
С.В. Носова	кандидат	yes	1	1	1.0
С.В. Носова	комиссар	no	1	1	1.0
С.В. Носова	нарком	no	1	1	1.0
С.В. Носова	наркомвнудел	no	1	1	1.0
С.В. Носова	начальник	no	1	1	1.0
С.В. Носова	правый	yes	1	1	1.0
С.В. Носова	представитель	yes	1	1	1.0
С.В. Носова	свидетель	no	1	1	1.0
С.В. Носова	секретарь	no	1	1	1.0
С.В. Носова	троцкист	yes	1	1	1.0
С.В. Носова	член	yes	1	1	1.0
С.В. Слащева	сотрудник	no	1	1	1.0
С.В. Слащева	троцкист	yes	1	1	1.0
С.В. Слащева	член	yes	1	1	1.0
С.Г. Виноградова	правый	yes	1	1	1.0
С.Г. Виноградова	троцкист	yes	1	1	1.0
С.Г. Гродзенского	директор	no	1	1	1.0
С.Г. Гродзенского	комиссар	no	1	1	1.0
С.Г. Гродзенского	правый	yes	1	1	1.0
С.Г. Гродзенского	председатель	no	1	1	1.0
С.Г. Гродзенского	руководитель	no	1	1	1.0
С.Г. Гродзенского	троцкист	yes	1	1	1.0
С.Г. Гродзенского	член	yes	1	1	1.0
С.Г. Радомысльского	редактор	no	1	2	0.5
С.Г. Радомысльского	руководитель	no	1	2	0.5
С.Г. Радомысльского	свидетель	no	1	2	0.5
С.Г. Радомысльского	сотрудник	no	1	2	0.5
С.Г. Радомысльского	троцкист	yes	1	2	0.5
С.Г. Семенова	обвиняемый	no	1	1	1.0
С.Г. Семенова	руководитель	no	1	1	1.0
С.Г. Семенова	троцкист	yes	1	1	1.0
С.Г. Семенова	член	yes	1	1	1.0
С.Г. Томсинского	директор	no	1	1	1.0
С.Г. Томсинского	комиссар	no	1	1	1.0
С.Г. Томсинского	нарком	no	1	1	1.0
С.Г. Томсинского	председатель	no	1	1	1.0
С.Г. Томсинского	руководитель	no	1	1	1.0
С.Г. Томсинского	троцкист	yes	1	1	1.0
С.Г. Томсинского	член	yes	1	1	1.0
С.Е. Эйдмана	агент	no	1	1	1.0
С.Е. Эйдмана	заместитель	no	1	1	1.0
С.Е. Эйдмана	комиссар	no	1	1	1.0
С.Е. Эйдмана	начальник	no	1	1	1.0
С.Е. Эйдмана	обвиняемый	no	1	1	1.0
С.Е. Эйдмана	представитель	yes	1	1	1.0
С.Е. Эйдмана	руководитель	no	1	1	1.0
С.Е. Эйдмана	секретарь	no	1	1	1.0
С.Е. Эйдмана	троцкист	yes	1	1	1.0
С.Е. Эйдмана	член	yes	1	1	1.0
С.И. Кавтарадзе	директор	no	1	1	1.0
С.И. Кавтарадзе	комиссар	no	1	1	1.0
С.И. Кавтарадзе	нарком	no	1	1	1.0
С.И. Кавтарадзе	правый	yes	1	1	1.0
С.И. Кавтарадзе	председатель	no	1	1	1.0
С.И. Кавтарадзе	представитель	yes	1	1	1.0
С.И. Кавтарадзе	секретарь	no	1	1	1.0
С.И. Кавтарадзе	троцкист	yes	1	1	1.0
С.И. Кавтарадзе	член	yes	1	1	1.0
С.И. Лукашика	вредитель	yes	1	3	0.3333
С.И. Лукашика	заместитель	no	1	3	0.3333
С.И. Лукашика	кандидат	yes	1	3	0.3333
С.И. Лукашика	комиссар	no	1	3	0.3333
С.И. Лукашика	правый	yes	1	3	0.3333
С.И. Лукашика	председатель	no	1	3	0.3333
С.И. Лукашика	редактор	no	1	3	0.3333
С.И. Лукашика	член	yes	1	3	0.3333
С.Л. Кривоноса	комиссар	no	1	1	1.0
С.Л. Кривоноса	начальник	no	1	1	1.0
С.Л. Кривоноса	троцкист	yes	1	1	1.0
С.Л. Кривоноса	член	yes	1	1	1.0
С.Л. Свирского	директор	no	1	1	1.0
С.Л. Свирского	заместитель	no	1	1	1.0
С.Л. Свирского	кандидат	yes	1	1	1.0
С.Л. Свирского	начальник	no	1	1	1.0
С.Л. Свирского	троцкист	yes	1	1	1.0
С.Л. Свирского	член	yes	1	1	1.0
С.М. Гессена	комиссар	no	1	8	0.125
С.М. Гессена	нарком	no	1	8	0.125
С.М. Гессена	обвиняемый	no	1	8	0.125
С.М. Гессена	полпред	no	1	8	0.125
С.М. Гессена	представитель	yes	1	8	0.125
С.М. Житомирского	правый	yes	1	1	1.0
С.М. Житомирского	троцкист	yes	1	1	1.0
С.М. Житомирского	член	yes	1	1	1.0
С.М. Закс-Гладнев	агент	no	1	2	0.5
С.М. Закс-Гладнев	директор	no	1	2	0.5
С.М. Закс-Гладнев	заместитель	no	1	2	0.5
С.М. Закс-Гладнев	комиссар	no	1	2	0.5
С.М. Закс-Гладнев	нарком	no	1	2	0.5
С.М. Закс-Гладнев	начальник	no	1	2	0.5
С.М. Закс-Гладнев	обвиняемый	no	1	2	0.5
С.М. Закс-Гладнев	правый	yes	1	2	0.5
С.М. Закс-Гладнев	председатель	no	1	2	0.5
С.М. Закс-Гладнев	следователь	no	1	2	0.5
С.М. Закс-Гладнев	троцкист	yes	1	2	0.5
С.М. Тамаркина	директор	no	1	1	1.0
С.М. Тамаркина	комиссар	no	1	1	1.0
С.М. Тамаркина	нарком	no	1	1	1.0
С.М. Тамаркина	начальник	no	1	1	1.0
С.М. Тамаркина	секретарь	no	1	1	1.0
С.М. Тамаркина	троцкист	yes	1	1	1.0
С.М. Тамаркина	член	yes	1	1	1.0
С.Н. Бограчева	директор	no	1	1	1.0
С.Н. Бограчева	руководитель	no	1	1	1.0
С.Н. Бограчева	троцкист	yes	1	1	1.0
С.Н. Бограчева	член	yes	1	1	1.0
С.Н. Бограчевым	директор	no	1	1	1.0
С.Н. Бограчевым	обвиняемый	no	1	1	1.0
С.Н. Бограчевым	руководитель	no	1	1	1.0
С.Н. Бограчевым	свидетель	no	1	1	1.0
С.Н. Бограчевым	троцкист	yes	1	1	1.0
С.Н. Седых	директор	no	1	1	1.0
С.Н. Седых	кандидат	yes	1	1	1.0
С.Н. Седых	обвиняемый	no	1	1	1.0
С.Н. Седых	руководитель	no	1	1	1.0
С.Н. Седых	секретарь	no	1	1	1.0
С.Н. Седых	троцкист	yes	1	1	1.0
С.Н. Цыбульника	посол	no	1	1	1.0
С.Н. Цыбульника	председатель	no	1	1	1.0
С.Н. Цыбульника	секретарь	no	1	1	1.0
С.Н. Цыбульника	сотрудник	no	1	1	1.0
С.Н. Цыбульника	троцкист	yes	1	1	1.0
С.О. Акопьяна	редактор	no	1	1	1.0
С.О. Акопьяна	секретарь	no	1	1	1.0
С.О. Акопьяна	троцкист	yes	1	1	1.0
С.О. Акопьяна	член	yes	1	1	1.0
С.О. Мандельштама	правый	yes	1	2	0.5
С.О. Мандельштама	секретарь	no	1	2	0.5
С.П. Калашникова	директор	no	1	2	0.5
С.П. Калашникова	комиссар	no	1	2	0.5
С.П. Калашникова	начальник	no	1	2	0.5
С.П. Калашникова	троцкист	yes	1	2	0.5
С.П. Минаева	директор	no	1	2	0.5
С.П. Минаева	обвиняемый	no	1	2	0.5
С.П. Минаева	член	yes	1	2	0.5
С.П. Раевского	следователь	no	1	1	1.0
С.П. Раевского	сотрудник	no	1	1	1.0
С.П. Распевакина	директор	no	1	1	1.0
С.П. Распевакина	кандидат	yes	1	1	1.0
С.П. Распевакина	руководитель	no	1	1	1.0
С.П. Распевакина	троцкист	yes	1	1	1.0
С.П. Распевакина	член	yes	1	1	1.0
С.П. Терихова	агент	no	1	1	1.0
С.П. Терихова	кандидат	yes	1	1	1.0
С.П. Терихова	посол	no	1	1	1.0
С.П. Терихова	правый	yes	1	1	1.0
С.П. Терихова	руководитель	no	1	1	1.0
С.П. Терихова	сотрудник	no	1	1	1.0
С.П. Терихова	член	yes	1	1	1.0
С.С. Зорина	кандидат	yes	1	2	0.5
С.С. Зорина	комиссар	no	1	2	0.5
С.С. Зорина	правый	yes	1	2	0.5
С.С. Раввы	вредитель	yes	1	1	1.0
С.С. Раввы	директор	no	1	1	1.0
С.С. Раввы	заместитель	no	1	1	1.0
С.С. Раввы	комиссар	no	1	1	1.0
С.С. Раввы	нарком	no	1	1	1.0
С.С. Раввы	начальник	no	1	1	1.0
С.С. Раввы	обвиняемый	no	1	1	1.0
С.С. Раввы	председатель	no	1	1	1.0
С.С. Раввы	руководитель	no	1	1	1.0
С.С. Раввы	секретарь	no	1	1	1.0
С.С. Раввы	троцкист	yes	1	1	1.0
С.С. Раввы	член	yes	1	1	1.0
С.Т. Узданского	агент	no	1	1	1.0
С.Т. Узданского	нарком	no	1	1	1.0
С.Т. Узданского	начальник	no	1	1	1.0
С.Т. Узданского	председатель	no	1	1	1.0
С.Т. Узданского	свидетель	no	1	1	1.0
С.Т. Узданского	троцкист	yes	1	1	1.0
С.Т. Узданского	член	yes	1	1	1.0
С.Ф. Васильченко	комиссар	no	1	1	1.0
С.Ф. Васильченко	секретарь	no	1	1	1.0
С.Ф. Васильченко	троцкист	yes	1	1	1.0
С.Ф. Васильченко	член	yes	1	1	1.0
С.Ф. Гелашвили	директор	no	1	1	1.0
С.Ф. Гелашвили	комиссар	no	1	1	1.0
С.Ф. Гелашвили	руководитель	no	1	1	1.0
С.Ф. Гелашвили	свидетель	no	1	1	1.0
С.Ф. Гелашвили	секретарь	no	1	1	1.0
С.Ф. Гелашвили	сотрудник	no	1	1	1.0
С.Ф. Гелашвили	троцкист	yes	1	1	1.0
С.Ф. Гелашвили	член	yes	1	1	1.0
С.Х. Варданиана	заместитель	no	1	4	0.25
С.Х. Варданиана	кандидат	yes	1	4	0.25
С.Х. Варданиана	обвиняемый	no	1	4	0.25
С.Х. Варданиана	прокурор	no	1	4	0.25
С.Х. Варданиана	свидетель	no	1	4	0.25
С.Я. Бабахана	агент	no	1	2	0.5
С.Я. Бабахана	нарком	no	1	2	0.5
С.Я. Бабахана	начальник	no	1	2	0.5
С.Я. Бабахана	обвиняемый	no	1	2	0.5
С.Я. Бабахана	председатель	no	1	2	0.5
С.Я. Шаева	кандидат	yes	1	3	0.3333
С.Я. Шаева	комиссар	no	1	3	0.3333
С.Я. Шаева	правый	yes	1	3	0.3333
С.Я. Шаева	представитель	yes	1	3	0.3333
С.Я. Шаева	руководитель	no	1	3	0.3333
С.Я. Шаева	сотрудник	no	1	3	0.3333
Седов	агент	no	1	78	0.0128
Седов	директор	no	1	78	0.0128
Седов	корреспондент	no	1	78	0.0128
Седов	нарком	no	1	78	0.0128
Седов	председатель	no	1	78	0.0128
Седов	представитель	yes	1	78	0.0128
Седов	редактор	no	1	78	0.0128
Седов	свидетель	no	1	78	0.0128
Седов	сотрудник	no	1	78	0.0128
Седов	судья	no	1	78	0.0128
Смирнов	адвокат	no	1	10	0.1
Смирнов	директор	no	1	10	0.1
Смирнов	председатель	no	1	10	0.1
Сокольников	агент	no	1	18	0.0556
Сокольников	начальник	no	1	18	0.0556
Сокольников	следователь	no	1	18	0.0556
Сталин	судья	no	1	520	0.0019
Т.В. Мешковского	комиссар	no	1	1	1.0
Т.В. Мешковского	нарком	no	1	1	1.0
Т.В. Мешковского	секретарь	no	1	1	1.0
Т.В. Мешковского	троцкист	yes	1	1	1.0
Т.В. Мешковского	член	yes	1	1	1.0
Т.Г. Гатаулина	директор	no	1	2	0.5
Т.Г. Гатаулина	комиссар	no	1	2	0.5
Т.Г. Гатаулина	руководитель	no	1	2	0.5
Т.И. Глебовой	директор	no	1	9	0.1111
Т.И. Глебовой	корреспондент	no	1	9	0.1111
Т.И. Глебовой	начальник	no	1	9	0.1111
Т.И. Глебовой	полпред	no	1	9	0.1111
Т.И. Глебовой	председатель	no	1	9	0.1111
