raw_person	canonical_person	reason	confidence	document_count	total_words	first_date	last_date	processes	collections
Я.Э. Рудзутаку	Рудзутаку	initials_stripped_unreviewed	medium	1	284	1933-04-19T09:12:33	1933-04-19T09:12:33	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
Д.А. Сниткиным	Сниткиным	initials_stripped_unreviewed	medium	1	312	1933-04-17T12:29:25	1933-04-17T12:29:25	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
Д.А. Сниткина	Сниткина	initials_stripped_unreviewed	medium	1	258	1933-04-17T12:27:22	1933-04-17T12:27:22	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
П.К. Башенкова	Башенкова	initials_stripped_unreviewed	medium	1	553	1933-03-31T11:31:26	1933-03-31T11:31:26	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
Э.З. Гольденберга	Гольденберга	initials_stripped_unreviewed	medium	1	2820	1933-03-23T07:45:10	1933-03-23T07:45:10	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
А.Н. Слепковым	Слепковым	initials_stripped_unreviewed	medium	1	565	1933-03-22T08:06:13	1933-03-22T08:06:13	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
А.Д. Арефьевым	Арефьевым	initials_stripped_unreviewed	medium	1	565	1933-03-22T08:06:13	1933-03-22T08:06:13	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
Н.А. Углановым	Углановым	initials_stripped_unreviewed	medium	1	203	1933-03-21T08:02:07	1933-03-21T08:02:07	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
Д.Ф. Бузиным	Бузиным	initials_stripped_unreviewed	medium	1	203	1933-03-21T08:02:07	1933-03-21T08:02:07	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
Д.Ф. Бузина	Бузина	initials_stripped_unreviewed	medium	1	390	1933-03-21T07:08:50	1933-03-21T07:08:50	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
С.Г. Виноградова	Виноградова	initials_stripped_unreviewed	medium	1	557	1933-03-13T07:05:07	1933-03-13T07:05:07	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
И.Т. Жирова	Жирова	initials_stripped_unreviewed	medium	1	325	1933-02-28T13:26:22	1933-02-28T13:26:22	ПРОЦЕСС 2-12 МАРТА 1938 г.	ПРЕДЫСТОРИЯ
Е.М. Ярославским	Ярославским	initials_stripped_unreviewed	medium	1	1729	1932-10-09T09:44:57	1932-10-09T09:44:57	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	ДРУГИЕ ДОКУМЕНТЫ
А.И. Рамм-	Рамм-	initials_stripped_unreviewed	medium	1	349	1930-04-02T14:37:24	1930-04-02T14:37:24	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ОЛЬБЕРГ
Е.А. Преображенского	Преображенского	initials_stripped_unreviewed	medium	1	1373	1929-07-10T11:11:00	1929-07-10T11:11:00	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ
В.А. Антонова-	Антонова-	initials_stripped_unreviewed	medium	1	978	1928-04-08T15:09:15	1928-04-08T15:09:15	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ
Х.Г. Раковском	Раковском	initials_stripped_unreviewed	medium	1	1686	1937-01-25T12:24:06	1937-01-25T12:24:06	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.О. Акопьяна	Акопьяна	initials_stripped_unreviewed	medium	1	664	1937-01-25T11:43:15	1937-01-25T11:43:15	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Х.А. Лившиц	Лившиц	initials_stripped_unreviewed	medium	1	779	1937-01-24T21:18:54	1937-01-24T21:18:54	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ
В.П. Потемкину	Потемкину	initials_stripped_unreviewed	medium	1	113	1937-01-24T16:21:37	1937-01-24T16:21:37	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ
А.К. Язовских	Язовских	initials_stripped_unreviewed	medium	1	2498	1937-01-23T17:19:33	1937-01-23T17:19:33	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.А. Татулова	Татулова	initials_stripped_unreviewed	medium	1	2161	1937-01-22T14:05:16	1937-01-22T14:05:16	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.П. Шевелева-	Шевелева-	initials_stripped_unreviewed	medium	1	3167	1937-01-21T19:50:04	1937-01-21T19:50:04	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Карпова	Карпова	initials_stripped_unreviewed	medium	1	1832	1937-01-20T20:46:19	1937-01-20T20:46:19	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Ф. Бейтельспахера	Бейтельспахера	initials_stripped_unreviewed	medium	1	1436	1937-01-20T20:19:55	1937-01-20T20:19:55	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.П. Медведева	Медведева	initials_stripped_unreviewed	medium	1	4202	1937-01-19T18:46:41	1937-01-19T18:46:41	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Р.И. Тодорской	Тодорской	initials_stripped_unreviewed	medium	1	1396	1937-01-19T13:03:15	1937-01-19T13:03:15	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.В. Кузнецова	Кузнецова	initials_stripped_unreviewed	medium	1	1610	1937-01-19T10:58:03	1937-01-19T10:58:03	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Л. Авербахе	Авербахе	initials_stripped_unreviewed	medium	1	1610	1937-01-19T10:58:03	1937-01-19T10:58:03	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.Н. Дробнисом	Дробнисом	initials_stripped_unreviewed	medium	1	934	1937-01-18T22:31:44	1937-01-18T22:31:44	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.И. Кавтарадзе	Кавтарадзе	initials_stripped_unreviewed	medium	1	4321	1937-01-17T12:02:38	1937-01-17T12:02:38	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.А. Лившицем	Лившицем	initials_stripped_unreviewed	medium	1	3149	1937-01-17T11:39:38	1937-01-17T11:39:38	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.М. Майского	Майского	initials_stripped_unreviewed	medium	1	223	1937-01-16T21:19:10	1937-01-16T21:19:10	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ
Е.Б. Федосеева	Федосеева	initials_stripped_unreviewed	medium	1	4384	1937-01-16T19:57:11	1937-01-16T19:57:11	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.И. Мерзликина	Мерзликина	initials_stripped_unreviewed	medium	1	2333	1937-01-16T19:49:01	1937-01-16T19:49:01	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Э. Раткая	Раткая	initials_stripped_unreviewed	medium	1	2612	1937-01-16T12:37:43	1937-01-16T12:37:43	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.О. Голлендера	Голлендера	initials_stripped_unreviewed	medium	1	1886	1937-01-16T12:34:58	1937-01-16T12:34:58	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.В. Трофимова	Трофимова	initials_stripped_unreviewed	medium	1	3137	1937-01-15T19:43:33	1937-01-15T19:43:33	ПРОЦЕСС 2-12 МАРТА 1938 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
О.Ф. Янкуса	Янкуса	initials_stripped_unreviewed	medium	1	5119	1937-01-13T16:19:14	1937-01-13T16:19:14	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.С. Зенцова	Зенцова	initials_stripped_unreviewed	medium	1	1702	1937-01-12T16:17:28	1937-01-12T16:17:28	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.М. Лупашко	Лупашко	initials_stripped_unreviewed	medium	1	2902	1937-01-11T12:30:08	1937-01-11T12:30:08	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Д. Багирова	Багирова	initials_stripped_unreviewed	medium	1	3598	1937-01-07T17:14:25	1937-01-07T17:14:25	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.А. Нариманова	Нариманова	initials_stripped_unreviewed	medium	1	3598	1937-01-07T17:14:25	1937-01-07T17:14:25	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Е. Быстрова	Быстрова	initials_stripped_unreviewed	medium	1	4929	1937-01-05T22:47:02	1937-01-05T22:47:02	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Е. Барского	Барского	initials_stripped_unreviewed	medium	1	5536	1937-01-02T17:08:38	1937-01-02T17:08:38	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.М. Кедрова	Кедрова	initials_stripped_unreviewed	medium	1	271	1936-12-31T15:43:29	1936-12-31T15:43:29	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Д. Берману	Берману	initials_stripped_unreviewed	medium	1	271	1936-12-31T15:43:29	1936-12-31T15:43:29	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Малинова	Малинова	initials_stripped_unreviewed	medium	1	461	1936-12-30T21:51:56	1936-12-30T21:51:56	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ
Н.Н. Колотилина	Колотилина	initials_stripped_unreviewed	medium	1	461	1936-12-30T21:51:56	1936-12-30T21:51:56	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	ДРУГИЕ ДОКУМЕНТЫ
П.П. Григорьева	Григорьева	initials_stripped_unreviewed	medium	1	3562	1936-12-30T19:44:18	1936-12-30T19:44:18	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.С. Биткера	Биткера	initials_stripped_unreviewed	medium	1	3307	1936-12-30T01:29:00	1936-12-30T01:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.А. Довганя	Довганя	initials_stripped_unreviewed	medium	1	2156	1936-12-29T12:48:11	1936-12-29T12:48:11	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.К. Буянского	Буянского	initials_stripped_unreviewed	medium	1	3717	1936-12-28T19:38:45	1936-12-28T19:38:45	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.М. Заковского	Заковского	initials_stripped_unreviewed	medium	1	834	1936-12-28T11:19:58	1936-12-28T11:19:58	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Жданову	Жданову	initials_stripped_unreviewed	medium	1	834	1936-12-28T11:19:58	1936-12-28T11:19:58	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.П. Гаврилова	Гаврилова	initials_stripped_unreviewed	medium	1	2554	1936-12-25T13:39:36	1936-12-25T13:39:36	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.К. Розенбаха	Розенбаха	initials_stripped_unreviewed	medium	1	2129	1936-12-23T16:26:22	1936-12-23T16:26:22	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Н. Королева	Королева	initials_stripped_unreviewed	medium	1	3073	1936-12-22T16:01:38	1936-12-22T16:01:38	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Н. Дьячкова	Дьячкова	initials_stripped_unreviewed	medium	1	3630	1936-12-20T20:01:01	1936-12-20T20:01:01	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.В. Липковского	Липковского	initials_stripped_unreviewed	medium	1	2346	1936-12-20T12:52:42	1936-12-20T12:52:42	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.П. Луковского	Луковского	initials_stripped_unreviewed	medium	1	1040	1936-12-19T19:58:05	1936-12-19T19:58:05	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Е. Эйдмана	Эйдмана	initials_stripped_unreviewed	medium	1	5705	1936-12-19T00:29:00	1936-12-19T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Н. Афонина	Афонина	initials_stripped_unreviewed	medium	1	3352	1936-12-16T22:14:13	1936-12-16T22:14:13	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.И. Трубиева	Трубиева	initials_stripped_unreviewed	medium	1	3444	1936-12-10T18:15:10	1936-12-10T18:15:10	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.О. Норкина	Норкина	initials_stripped_unreviewed	medium	1	4510	1936-12-08T18:09:55	1936-12-08T18:09:55	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.С. Сосновским	Сосновским	initials_stripped_unreviewed	medium	1	5015	1936-12-07T10:07:03	1936-12-07T10:07:03	ПРОЦЕСС 2-12 МАРТА 1938 г.	БУХАРИН
Е.Ф. Куликовым	Куликовым	initials_stripped_unreviewed	medium	1	6804	1936-12-07T10:03:28	1936-12-07T10:03:28	ПРОЦЕСС 2-12 МАРТА 1938 г.	БУХАРИН
В.Я. Родака	Родака	initials_stripped_unreviewed	medium	1	1384	1936-11-29T14:46:25	1936-11-29T14:46:25	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Абрамова	Абрамова	initials_stripped_unreviewed	medium	1	1345	1936-11-29T14:43:23	1936-11-29T14:43:23	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Саркисова	Саркисова	initials_stripped_unreviewed	medium	1	208	1936-11-25T19:19:49	1936-11-25T19:19:49	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.В. Чистову	Чистову	initials_stripped_unreviewed	medium	1	288	1936-11-24T00:29:00	1936-11-24T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.И. Никогда	Никогда	initials_stripped_unreviewed	medium	1	1728	1936-11-23T14:48:50	1936-11-23T14:48:50	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Ф. Захариной	Захариной	initials_stripped_unreviewed	medium	1	1154	1936-11-19T16:37:10	1936-11-19T16:37:10	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.В. Келдыша	Келдыша	initials_stripped_unreviewed	medium	1	1531	1936-11-19T01:01:49	1936-11-19T01:01:49	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.А. Абрамова	Абрамова	initials_stripped_unreviewed	medium	1	1196	1936-11-18T21:49:03	1936-11-18T21:49:03	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Д. Арсентьева	Арсентьева	initials_stripped_unreviewed	medium	1	2609	1936-11-18T15:42:57	1936-11-18T15:42:57	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.К. Дрожжина	Дрожжина	initials_stripped_unreviewed	medium	1	1724	1936-11-16T19:11:06	1936-11-16T19:11:06	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Рыстика	Рыстика	initials_stripped_unreviewed	medium	1	1249	1936-11-16T15:47:24	1936-11-16T15:47:24	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Асилова	Асилова	initials_stripped_unreviewed	medium	1	1551	1936-11-15T19:30:50	1936-11-15T19:30:50	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.В. Дзедзиевского	Дзедзиевского	initials_stripped_unreviewed	medium	1	3319	1936-11-15T15:52:23	1936-11-15T15:52:23	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Граше	Граше	initials_stripped_unreviewed	medium	1	2762	1936-11-15T00:29:00	1936-11-15T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.Ф. Городецкого	Городецкого	initials_stripped_unreviewed	medium	1	2018	1936-11-14T21:48:24	1936-11-14T21:48:24	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.М. Меерсона	Меерсона	initials_stripped_unreviewed	medium	1	2334	1936-11-14T19:08:29	1936-11-14T19:08:29	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Т. Богачева	Богачева	initials_stripped_unreviewed	medium	1	2129	1936-11-14T09:20:01	1936-11-14T09:20:01	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.С. Сычева	Сычева	initials_stripped_unreviewed	medium	1	2320	1936-11-11T21:25:55	1936-11-11T21:25:55	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.И. Крушельницкого	Крушельницкого	initials_stripped_unreviewed	medium	1	1258	1936-11-11T16:00:17	1936-11-11T16:00:17	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Бабенко	Бабенко	initials_stripped_unreviewed	medium	1	1197	1936-11-10T20:46:36	1936-11-10T20:46:36	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Ю. Брик	Брик	initials_stripped_unreviewed	medium	1	363	1936-11-09T22:12:06	1936-11-09T22:12:06	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	ДРУГИЕ ДОКУМЕНТЫ
М.П. Давыдова	Давыдова	initials_stripped_unreviewed	medium	1	2727	1936-11-09T10:30:37	1936-11-09T10:30:37	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.И. Медникова	Медникова	initials_stripped_unreviewed	medium	1	1743	1936-11-04T12:01:36	1936-11-04T12:01:36	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.В. Медведева	Медведева	initials_stripped_unreviewed	medium	1	2709	1936-11-03T10:36:39	1936-11-03T10:36:39	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.В. Кипарисова	Кипарисова	initials_stripped_unreviewed	medium	1	1399	1936-11-03T10:35:30	1936-11-03T10:35:30	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Л. Свирского	Свирского	initials_stripped_unreviewed	medium	1	2134	1936-11-02T15:32:36	1936-11-02T15:32:36	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Л. Кривоноса	Кривоноса	initials_stripped_unreviewed	medium	1	3508	1936-11-01T01:29:00	1936-11-01T01:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Н. Уфимцевой	Уфимцевой	initials_stripped_unreviewed	medium	1	1139	1936-10-29T17:04:30	1936-10-29T17:04:30	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.И. Шубина	Шубина	initials_stripped_unreviewed	medium	1	3507	1936-10-28T20:19:52	1936-10-28T20:19:52	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.А. Карпова	Карпова	initials_stripped_unreviewed	medium	1	2426	1936-10-28T18:42:08	1936-10-28T18:42:08	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Носкова	Носкова	initials_stripped_unreviewed	medium	1	2587	1936-10-27T00:29:00	1936-10-27T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.А. Королева	Королева	initials_stripped_unreviewed	medium	1	981	1936-10-26T21:46:25	1936-10-26T21:46:25	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.П. Метальникова	Метальникова	initials_stripped_unreviewed	medium	1	2623	1936-10-26T21:38:01	1936-10-26T21:38:01	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.М. Пружанской	Пружанской	initials_stripped_unreviewed	medium	1	987	1936-10-23T22:12:20	1936-10-23T22:12:20	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ю.Г. Островского	Островского	initials_stripped_unreviewed	medium	1	1671	1936-10-22T13:12:26	1936-10-22T13:12:26	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Г. Ольховского	Ольховского	initials_stripped_unreviewed	medium	1	5687	1936-10-22T00:29:00	1936-10-22T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Х. Орлова	Орлова	initials_stripped_unreviewed	medium	1	1869	1936-10-21T21:43:32	1936-10-21T21:43:32	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Ф. Тойво-	Тойво-	initials_stripped_unreviewed	medium	1	665	1936-10-21T08:13:58	1936-10-21T08:13:58	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Н. Барулина	Барулина	initials_stripped_unreviewed	medium	1	2356	1936-10-20T09:26:00	1936-10-20T09:26:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.М. Сыроквашева	Сыроквашева	initials_stripped_unreviewed	medium	1	1582	1936-10-20T08:16:31	1936-10-20T08:16:31	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.Ф. Иоэльсон	Иоэльсон	initials_stripped_unreviewed	medium	1	1546	1936-10-19T00:29:00	1936-10-19T00:29:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.И. Витковского	Витковского	initials_stripped_unreviewed	medium	1	2015	1936-10-18T15:35:56	1936-10-18T15:35:56	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.А. Житкова	Житкова	initials_stripped_unreviewed	medium	1	5379	1936-10-17T18:19:57	1936-10-17T18:19:57	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.В. Сафронова	Сафронова	initials_stripped_unreviewed	medium	1	2463	1936-10-16T18:32:45	1936-10-16T18:32:45	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.И. Третьякова	Третьякова	initials_stripped_unreviewed	medium	1	1776	1936-10-16T18:30:07	1936-10-16T18:30:07	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Г. Миронова	Миронова	initials_stripped_unreviewed	medium	1	649	1936-10-15T11:36:59	1936-10-15T11:36:59	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.З. Волкова	Волкова	initials_stripped_unreviewed	medium	1	2410	1936-10-14T18:23:40	1936-10-14T18:23:40	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Ф. Логиновым	Логиновым	initials_stripped_unreviewed	medium	1	5452	1936-10-14T01:36:00	1936-10-14T01:36:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Ратайчака	Ратайчака	initials_stripped_unreviewed	medium	1	5452	1936-10-14T01:36:00	1936-10-14T01:36:00	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	МАТЕРИАЛЫ СЛЕДСТВИЯ
