person	raw_forms	document_count	total_words	first_date	last_date	process_count	processes	collection_count	collections
Н.М. Гальперина	Н.М. Гальперина	1	1048	1936-05-22T02:10:00	1936-05-22T02:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Н. Ванага	Н.Н. Ванага	1	1083	1936-09-16T14:56:42	1936-09-16T14:56:42	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Н. Колотилина	Н.Н. Колотилина	1	461	1936-12-30T21:51:56	1936-12-30T21:51:56	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Н.Н. Соина	Н.Н. Соина	1	1661	1935-11-01T08:46:04	1935-11-01T08:46:04	1	РАЗНЫЕ ДОКУМЕНТЫ	1	РАЗНЫЕ ДОКУМЕНТЫ
Н.П. Гаврилова	Н.П. Гаврилова	1	2554	1936-12-25T13:39:36	1936-12-25T13:39:36	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Р. Кикнадзе	Н.Р. Кикнадзе	1	462	1936-09-02T16:58:23	1936-09-02T16:58:23	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.С. Веритовой	Н.С. Веритовой	1	1002	1936-04-11T01:00:00	1936-04-11T01:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.С. Сычева	Н.С. Сычева	1	2320	1936-11-11T21:25:55	1936-11-11T21:25:55	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.С. Хрущева	Н.С. Хрущева	1	215	1936-08-22T22:09:02	1936-08-22T22:09:02	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Н.Ф. Печерского	Н.Ф. Печерского	1	2780	1936-06-03T07:12:00	1936-06-03T07:12:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
О.А. Лидака	О.А. Лидака	1	2224	1936-09-13T14:53:24	1936-09-13T14:53:24	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
О.А. Мешковской	О.А. Мешковской	1	3133	1936-04-15T00:28:00	1936-04-15T00:28:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
О.Ф. Янкуса	О.Ф. Янкуса	1	5119	1937-01-13T16:19:14	1937-01-13T16:19:14	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.А. Бака	П.А. Бака	1	407	1934-12-22T02:00:00	1934-12-22T02:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.А. Коркину	П.А. Коркину	1	173	1935-01-04T04:00:00	1935-01-04T04:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.А. Кравкова	П.А. Кравкова	1	2167	1936-10-08T18:25:50	1936-10-08T18:25:50	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.В. Чистову	П.В. Чистову	1	288	1936-11-24T00:29:00	1936-11-24T00:29:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Г. Орлова	П.Г. Орлова	1	2298	1936-09-22T00:36:00	1936-09-22T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.И. Бакаева	П.И. Бакаева	1	489	1936-08-20T17:39:00	1936-08-20T17:39:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
П.И. Жиромского	П.И. Жиромского	1	716	1935-04-30T00:10:00	1935-04-30T00:10:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.И. Решетниченко	П.И. Решетниченко	1	2457	1936-07-08T12:49:00	1936-07-08T12:49:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.И. Шабалкина	П.И. Шабалкина	1	1209	1936-05-13T19:15:58	1936-05-13T19:15:58	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
П.К. Башенкова	П.К. Башенкова	1	553	1933-03-31T11:31:26	1933-03-31T11:31:26	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
П.Н. Кашина	П.Н. Кашина	1	2758	1936-09-15T13:39:19	1936-09-15T13:39:19	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Н. Королева	П.Н. Королева	1	3073	1936-12-22T16:01:38	1936-12-22T16:01:38	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Н. Рокоса	П.Н. Рокоса	1	3271	1937-02-17T11:19:05	1937-02-17T11:19:05	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.П. Григорьева	П.П. Григорьева	1	3562	1936-12-30T19:44:18	1936-12-30T19:44:18	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.П. Северовым	П.П. Северовым	1	231	1935-01-04T15:00:00	1935-01-04T15:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Т. Богачева	П.Т. Богачева	1	2129	1936-11-14T09:20:01	1936-11-14T09:20:01	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
П.Ф. Поляковым	П.Ф. Поляковым	1	302	1935-04-17T04:00:00	1935-04-17T04:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Р.А. Грюнштейн	Р.А. Грюнштейн	1	4197	1936-07-04T00:10:00	1936-07-04T00:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Р.Г. Миндель	Р.Г. Миндель	1	2037	1935-03-16T02:00:00	1935-03-16T02:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Р.И. Тодорской	Р.И. Тодорской	1	1396	1937-01-19T13:03:15	1937-01-19T13:03:15	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Р.И. Эйхе	Р.И. Эйхе	1	367	1936-09-05T13:47:29	1936-09-05T13:47:29	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Р.П. Катаняна	Р.П. Катаняна	1	654	1936-09-02T18:07:44	1936-09-02T18:07:44	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Р.Ф. Брамбилло	Р.Ф. Брамбилло	1	2929	1937-02-15T10:47:34	1937-02-15T10:47:34	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Асилова	С.А. Асилова	1	1551	1936-11-15T19:30:50	1936-11-15T19:30:50	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Бабенко	С.А. Бабенко	1	1197	1936-11-10T20:46:36	1936-11-10T20:46:36	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Посвольского	С.А. Посвольского	1	2245	1936-08-28T10:52:55	1936-08-28T10:52:55	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Раевского	С.А. Раевского	1	1018	1936-10-08T14:51:00	1936-10-08T14:51:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Розентретера	С.А. Розентретера	1	925	1936-05-05T01:10:00	1936-05-05T01:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Руднева	С.А. Руднева	1	1130	1935-04-08T00:02:00	1935-04-08T00:02:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Саркисова	С.А. Саркисова	1	208	1936-11-25T19:19:49	1936-11-25T19:19:49	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Туровского	С.А. Туровского	1	868	1936-10-06T17:03:46	1936-10-06T17:03:46	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.А. Шахиджанян	С.А. Шахиджанян	1	569	1936-03-22T00:00:00	1936-03-22T00:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.В. Мрачковском	С.В. Мрачковском	1	1160	1936-09-03T19:35:43	1936-09-03T19:35:43	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
С.В. Носова	С.В. Носова	1	5663	1937-02-11T15:40:21	1937-02-11T15:40:21	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.В. Слащева	С.В. Слащева	1	962	1936-04-11T03:00:00	1936-04-11T03:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Г. Виноградова	С.Г. Виноградова	1	557	1933-03-13T07:05:07	1933-03-13T07:05:07	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
С.Г. Гродзенского	С.Г. Гродзенского	1	1419	1936-09-11T00:36:00	1936-09-11T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Г. Семенова	С.Г. Семенова	1	358	1935-01-09T06:00:00	1935-01-09T06:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Г. Томсинского	С.Г. Томсинского	1	2763	1936-06-10T00:14:00	1936-06-10T00:14:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Е. Эйдмана	С.Е. Эйдмана	1	5705	1936-12-19T00:29:00	1936-12-19T00:29:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.И. Кавтарадзе	С.И. Кавтарадзе	1	4321	1937-01-17T12:02:38	1937-01-17T12:02:38	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Л. Кривоноса	С.Л. Кривоноса	1	3508	1936-11-01T01:29:00	1936-11-01T01:29:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Л. Свирского	С.Л. Свирского	1	2134	1936-11-02T15:32:36	1936-11-02T15:32:36	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.М. Житомирского	С.М. Житомирского	1	1375	1935-04-14T01:05:00	1935-04-14T01:05:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.М. Тамаркина	С.М. Тамаркина	1	248	1937-03-27T15:02:26	1937-03-27T15:02:26	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Н. Бограчева	С.Н. Бограчева	1	657	1935-01-04T11:00:00	1935-01-04T11:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Н. Бограчевым	С.Н. Бограчевым	1	650	1935-01-06T05:00:00	1935-01-06T05:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Н. Седых	С.Н. Седых	1	1610	1936-05-25T00:10:00	1936-05-25T00:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Н. Цыбульника	С.Н. Цыбульника	1	1159	1935-03-22T13:53:45	1935-03-22T13:53:45	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ
С.О. Акопьяна	С.О. Акопьяна	1	664	1937-01-25T11:43:15	1937-01-25T11:43:15	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.П. Раевского	С.П. Раевского	1	1442	1935-03-21T03:00:00	1935-03-21T03:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.П. Распевакина	С.П. Распевакина	1	996	1936-04-23T01:00:00	1936-04-23T01:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.П. Терихова	С.П. Терихова	1	1723	1935-04-05T14:51:00	1935-04-05T14:51:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ
С.С. Раввы	С.С. Раввы	1	4808	1937-02-05T20:42:36	1937-02-05T20:42:36	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Т. Узданского	С.Т. Узданского	1	2062	1935-04-22T03:00:00	1935-04-22T03:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Ф. Васильченко	С.Ф. Васильченко	1	900	1936-04-10T02:00:00	1936-04-10T02:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
С.Ф. Гелашвили	С.Ф. Гелашвили	1	1344	1936-08-31T16:46:02	1936-08-31T16:46:02	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Т.В. Мешковского	Т.В. Мешковского	1	1973	1936-04-22T01:00:00	1936-04-22T01:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.А. Ксенофонтова	Ф.А. Ксенофонтова	1	705	1937-02-01T17:21:29	1937-02-01T17:21:29	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Ф.В. Кипарисова	Ф.В. Кипарисова	1	1399	1936-11-03T10:35:30	1936-11-03T10:35:30	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.В. Медведева	Ф.В. Медведева	1	2709	1936-11-03T10:36:39	1936-11-03T10:36:39	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.В. Яблонской	Ф.В. Яблонской	1	1814	1936-09-08T01:36:00	1936-09-08T01:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.Г. Наливайко	Ф.Г. Наливайко	1	147	1934-12-27T01:00:00	1934-12-27T01:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.Д. Корнюшина	Ф.Д. Корнюшина	1	631	1937-02-17T12:20:39	1937-02-17T12:20:39	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Ф.И. Мерзликина	Ф.И. Мерзликина	1	2333	1937-01-16T19:49:01	1937-01-16T19:49:01	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.И. Музыки	Ф.И. Музыки	1	1427	1935-04-17T07:00:00	1935-04-17T07:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.И. Никогда	Ф.И. Никогда	1	1728	1936-11-23T14:48:50	1936-11-23T14:48:50	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.И. Шубина	Ф.И. Шубина	1	3507	1936-10-28T20:19:52	1936-10-28T20:19:52	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.К. Розенбаха	Ф.К. Розенбаха	1	2129	1936-12-23T16:26:22	1936-12-23T16:26:22	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.П. Медведева	Ф.П. Медведева	1	4202	1937-01-19T18:46:41	1937-01-19T18:46:41	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ф.П. Швальбе	Ф.П. Швальбе	1	1371	1936-08-23T13:18:58	1936-08-23T13:18:58	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Ф.Ф. Иоэльсон	Ф.Ф. Иоэльсон	1	1546	1936-10-19T00:29:00	1936-10-19T00:29:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Х.А. Лившиц	Х.А. Лившиц	1	779	1937-01-24T21:18:54	1937-01-24T21:18:54	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Ш.М. Дволайцкого	Ш.М. Дволайцкого	1	926	1936-08-28T13:07:20	1936-08-28T13:07:20	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Э.Г. Лейкина	Э.Г. Лейкина	1	930	1935-01-11T04:00:00	1935-01-11T04:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Э.З. Гольденберга	Э.З. Гольденберга	1	2820	1933-03-23T07:45:10	1933-03-23T07:45:10	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
Э.К. Константа	Э.К. Константа	1	2452	1936-07-21T02:10:00	1936-07-21T02:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Э.Н. Адунской	Э.Н. Адунской	1	2020	1936-09-14T18:39:00	1936-09-14T18:39:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Э.Р. Петерсон	Э.Р. Петерсон	1	1588	1936-09-06T01:36:00	1936-09-06T01:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ю.Г. Островского	Ю.Г. Островского	1	1671	1936-10-22T13:12:26	1936-10-22T13:12:26	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ю.Д. Урусова	Ю.Д. Урусова	1	1170	1935-04-25T00:49:00	1935-04-25T00:49:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ю.И. Дуката	Ю.И. Дуката	1	2774	1937-03-08T17:02:42	1937-03-08T17:02:42	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ю.Р. Закгейма	Ю.Р. Закгейма	1	1015	1936-03-20T01:51:00	1936-03-20T01:51:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Ю.С. Фридлянда	Ю.С. Фридлянда	1	1199	1936-04-20T04:00:00	1936-04-20T04:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.А. Лившицем	Я.А. Лившицем	1	3149	1937-01-17T11:39:38	1937-01-17T11:39:38	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.В. Апушкина	Я.В. Апушкина	1	820	1935-03-22T01:00:00	1935-03-22T01:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.И. Зайдмана	Я.И. Зайдмана	1	5838	1936-09-24T00:36:00	1936-09-24T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.К. Яглома	Я.К. Яглома	1	4074	1937-02-20T21:17:03	1937-02-20T21:17:03	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.М. Урановского	Я.М. Урановского	1	1742	1936-05-23T00:10:00	1936-05-23T00:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.П. Гальперина	Я.П. Гальперина	1	1424	1936-06-11T00:14:00	1936-06-11T00:14:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.П. Новикова	Я.П. Новикова	1	527	1936-03-08T01:22:00	1936-03-08T01:22:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.Ф. Городецкого	Я.Ф. Городецкого	1	2018	1936-11-14T21:48:24	1936-11-14T21:48:24	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.Ф. Шарова	Я.Ф. Шарова	1	367	1935-01-05T00:00:00	1935-01-05T00:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.Х. Петерса	Я.Х. Петерса	1	1388	1935-08-04T19:24:56	1935-08-04T19:24:56	1	КРЕМЛЕВСКОЕ ДЕЛО	1	ДРУГИЕ ДОКУМЕНТЫ
Я.Э. Рудзутаку	Я.Э. Рудзутаку	1	284	1933-04-19T09:12:33	1933-04-19T09:12:33	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
Я.Э. Стэна	Я.Э. Стэна	1	1796	1936-09-23T04:36:00	1936-09-23T04:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Я.Ю. Харита	Я.Ю. Харита	1	4142	1937-02-08T21:51:19	1937-02-08T21:51:19	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
