current_path	proposed_path	status	notes
showtrials_organization_hierarchy_review.tsv	data/e-semantic-layer/showtrials_organization_hierarchy_review.tsv	moved	moved by pathlib.Path.rename
showtrials_organization_hierarchy_validation.tsv	data/e-semantic-layer/showtrials_organization_hierarchy_validation.tsv	moved	moved by pathlib.Path.rename
showtrials_organization_hierarchy_validation_report.txt	reports/e-semantic-layer/showtrials_organization_hierarchy_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_organization_person_summary.tsv	data/e-semantic-layer/showtrials_organization_person_summary.tsv	moved	moved by pathlib.Path.rename
showtrials_organization_process_matrix.tsv	data/e-semantic-layer/showtrials_organization_process_matrix.tsv	moved	moved by pathlib.Path.rename
showtrials_organization_process_profiles.tsv	data/e-semantic-layer/showtrials_organization_process_profiles.tsv	moved	moved by pathlib.Path.rename
showtrials_organizations.tsv	data/e-semantic-layer/showtrials_organizations.tsv	moved	moved by pathlib.Path.rename
showtrials_organizations_report.txt	reports/e-semantic-layer/showtrials_organizations_report.txt	moved	moved by pathlib.Path.rename
showtrials_page_hierarchy.tsv	data/c-catalog-taxonomy/showtrials_page_hierarchy.tsv	moved	moved by pathlib.Path.rename
showtrials_page_hierarchy_report.txt	reports/c-catalog-taxonomy/showtrials_page_hierarchy_report.txt	moved	moved by pathlib.Path.rename
showtrials_page_links.tsv	data/c-catalog-taxonomy/showtrials_page_links.tsv	moved	moved by pathlib.Path.rename
showtrials_page_links_report.txt	reports/c-catalog-taxonomy/showtrials_page_links_report.txt	moved	moved by pathlib.Path.rename
showtrials_people.tsv	data/e-semantic-layer/showtrials_people.tsv	moved	moved by pathlib.Path.rename
showtrials_people_index_report.txt	reports/e-semantic-layer/showtrials_people_index_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_aliases.tsv	data/e-semantic-layer/showtrials_person_aliases.tsv	moved	moved by pathlib.Path.rename
showtrials_person_aliases_manual.tsv	data/e-semantic-layer/showtrials_person_aliases_manual.tsv	moved	moved by pathlib.Path.rename
showtrials_person_aliases_report.txt	reports/e-semantic-layer/showtrials_person_aliases_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_aliases_reviewed.tsv	data/e-semantic-layer/showtrials_person_aliases_reviewed.tsv	moved	moved by pathlib.Path.rename
showtrials_person_aliases_reviewed_report.txt	reports/e-semantic-layer/showtrials_person_aliases_reviewed_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_anomalies.tsv	data/e-semantic-layer/showtrials_person_anomalies.tsv	moved	moved by pathlib.Path.rename
showtrials_person_auto_alias_report.txt	reports/e-semantic-layer/showtrials_person_auto_alias_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_centrality.tsv	data/e-semantic-layer/showtrials_person_centrality.tsv	moved	moved by pathlib.Path.rename
showtrials_person_centrality_report.txt	reports/e-semantic-layer/showtrials_person_centrality_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_centrality_validation_report.txt	reports/e-semantic-layer/showtrials_person_centrality_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_documents.tsv	data/e-semantic-layer/showtrials_person_documents.tsv	moved	moved by pathlib.Path.rename
showtrials_person_family_pairs.tsv	data/e-semantic-layer/showtrials_person_family_pairs.tsv	moved	moved by pathlib.Path.rename
showtrials_person_family_pairs_v2.tsv	data/e-semantic-layer/showtrials_person_family_pairs_v2.tsv	moved	moved by pathlib.Path.rename
showtrials_person_institution_profiles.tsv	data/e-semantic-layer/showtrials_person_institution_profiles.tsv	moved	moved by pathlib.Path.rename
showtrials_person_institution_profiles_report.txt	reports/e-semantic-layer/showtrials_person_institution_profiles_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_institution_profiles_v2.tsv	data/e-semantic-layer/showtrials_person_institution_profiles_v2.tsv	moved	moved by pathlib.Path.rename
showtrials_person_institution_profiles_v2_report.txt	reports/e-semantic-layer/showtrials_person_institution_profiles_v2_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_institution_profiles_v2_validation_report.txt	reports/e-semantic-layer/showtrials_person_institution_profiles_v2_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_merge_candidates.tsv	data/e-semantic-layer/showtrials_person_merge_candidates.tsv	moved	moved by pathlib.Path.rename
showtrials_person_merge_candidates_report.txt	reports/e-semantic-layer/showtrials_person_merge_candidates_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_normalization_candidates.tsv	data/e-semantic-layer/showtrials_person_normalization_candidates.tsv	moved	moved by pathlib.Path.rename
showtrials_person_normalization_report.txt	reports/e-semantic-layer/showtrials_person_normalization_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_organization_matrix.tsv	data/e-semantic-layer/showtrials_person_organization_matrix.tsv	moved	moved by pathlib.Path.rename
showtrials_person_organization_matrix_report.txt	reports/e-semantic-layer/showtrials_person_organization_matrix_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_organization_matrix_validation_report.txt	reports/e-semantic-layer/showtrials_person_organization_matrix_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_person_organization_pairs.tsv	data/e-semantic-layer/showtrials_person_organization_pairs.tsv	moved	moved by pathlib.Path.rename
showtrials_person_organization_pairs_v2.tsv	data/e-semantic-layer/showtrials_person_organization_pairs_v2.tsv	moved	moved by pathlib.Path.rename
showtrials_person_organization_profile_pairs.tsv	data/e-semantic-layer/showtrials_person_organization_profile_pairs.tsv	moved	moved by pathlib.Path.rename
showtrials_person_organization_summary.tsv	data/e-semantic-layer/showtrials_person_organization_summary.tsv	moved	moved by pathlib.Path.rename
showtrials_person_pairs.tsv	data/e-semantic-layer/showtrials_person_pairs.tsv	moved	moved by pathlib.Path.rename
showtrials_person_position_pairs.tsv	data/e-semantic-layer/showtrials_person_position_pairs.tsv	moved	moved by pathlib.Path.rename
showtrials_person_position_profile_pairs.tsv	data/e-semantic-layer/showtrials_person_position_profile_pairs.tsv	moved	moved by pathlib.Path.rename
showtrials_person_process_matrix.tsv	data/e-semantic-layer/showtrials_person_process_matrix.tsv	moved	moved by pathlib.Path.rename
showtrials_person_process_profiles.tsv	data/e-semantic-layer/showtrials_person_process_profiles.tsv	moved	moved by pathlib.Path.rename
showtrials_person_role_pairs_v2.tsv	data/e-semantic-layer/showtrials_person_role_pairs_v2.tsv	moved	moved by pathlib.Path.rename
showtrials_position_documents.tsv	data/e-semantic-layer/showtrials_position_documents.tsv	moved	moved by pathlib.Path.rename
showtrials_position_organization_pairs.tsv	data/e-semantic-layer/showtrials_position_organization_pairs.tsv	moved	moved by pathlib.Path.rename
showtrials_positions.tsv	data/e-semantic-layer/showtrials_positions.tsv	moved	moved by pathlib.Path.rename
showtrials_positions_report.txt	reports/e-semantic-layer/showtrials_positions_report.txt	moved	moved by pathlib.Path.rename
showtrials_post_metadata_fields.tsv	data/c-catalog-taxonomy/showtrials_post_metadata_fields.tsv	moved	moved by pathlib.Path.rename
showtrials_post_metadata_report.txt	reports/c-catalog-taxonomy/showtrials_post_metadata_report.txt	moved	moved by pathlib.Path.rename
showtrials_post_metadata_sample.tsv	data/c-catalog-taxonomy/showtrials_post_metadata_sample.tsv	moved	moved by pathlib.Path.rename
showtrials_post_metadata_terms.tsv	data/c-catalog-taxonomy/showtrials_post_metadata_terms.tsv	moved	moved by pathlib.Path.rename
showtrials_process_document_matrix.tsv	data/e-semantic-layer/showtrials_process_document_matrix.tsv	moved	moved by pathlib.Path.rename
showtrials_process_inventory.tsv	data/e-semantic-layer/showtrials_process_inventory.tsv	moved	moved by pathlib.Path.rename
showtrials_process_layer_report.txt	reports/e-semantic-layer/showtrials_process_layer_report.txt	moved	moved by pathlib.Path.rename
showtrials_process_layer_validation_report.txt	reports/e-semantic-layer/showtrials_process_layer_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_process_profiles_report.txt	reports/e-semantic-layer/showtrials_process_profiles_report.txt	moved	moved by pathlib.Path.rename
showtrials_process_profiles_validation_report.txt	reports/e-semantic-layer/showtrials_process_profiles_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_processes.tsv	data/e-semantic-layer/showtrials_processes.tsv	moved	moved by pathlib.Path.rename
showtrials_role_documents_v2.tsv	data/e-semantic-layer/showtrials_role_documents_v2.tsv	moved	moved by pathlib.Path.rename
showtrials_roles_v2.tsv	data/e-semantic-layer/showtrials_roles_v2.tsv	moved	moved by pathlib.Path.rename
showtrials_roles_v2_report.txt	reports/e-semantic-layer/showtrials_roles_v2_report.txt	moved	moved by pathlib.Path.rename
showtrials_roles_v2_validation_report.txt	reports/e-semantic-layer/showtrials_roles_v2_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_search_corpus_report.txt	reports/b-json-export-search/showtrials_search_corpus_report.txt	moved	moved by pathlib.Path.rename
showtrials_search_v2_validation.tsv	data/b-json-export-search/showtrials_search_v2_validation.tsv	moved	moved by pathlib.Path.rename
showtrials_search_v2_validation_report.txt	reports/b-json-export-search/showtrials_search_v2_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_semantic_baseline_dependencies.tsv	data/e-semantic-layer/showtrials_semantic_baseline_dependencies.tsv	moved	moved by pathlib.Path.rename
showtrials_semantic_baseline_inventory.tsv	data/e-semantic-layer/showtrials_semantic_baseline_inventory.tsv	moved	moved by pathlib.Path.rename
showtrials_semantic_baseline_report.txt	reports/e-semantic-layer/showtrials_semantic_baseline_report.txt	moved	moved by pathlib.Path.rename
showtrials_semantic_baseline_validation.tsv	data/e-semantic-layer/showtrials_semantic_baseline_validation.tsv	moved	moved by pathlib.Path.rename
showtrials_semantic_baseline_validation_report.txt	reports/e-semantic-layer/showtrials_semantic_baseline_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_semantic_layer_inventory.tsv	data/e-semantic-layer/showtrials_semantic_layer_inventory.tsv	moved	moved by pathlib.Path.rename
showtrials_semantic_layer_report.txt	reports/e-semantic-layer/showtrials_semantic_layer_report.txt	moved	moved by pathlib.Path.rename
showtrials_semantic_layer_validation.tsv	data/e-semantic-layer/showtrials_semantic_layer_validation.tsv	moved	moved by pathlib.Path.rename
showtrials_special_report_attachment_matrix.tsv	data/d-structural-chunking/showtrials_special_report_attachment_matrix.tsv	moved	moved by pathlib.Path.rename
showtrials_special_report_package_examples_d3_1.tsv	data/d-structural-chunking/showtrials_special_report_package_examples_d3_1.tsv	moved	moved by pathlib.Path.rename
showtrials_special_report_package_summary_d3_1.tsv	data/d-structural-chunking/showtrials_special_report_package_summary_d3_1.tsv	moved	moved by pathlib.Path.rename
showtrials_special_report_packages_d3_1.tsv	data/d-structural-chunking/showtrials_special_report_packages_d3_1.tsv	moved	moved by pathlib.Path.rename
showtrials_special_report_packages_d3_1_report.txt	reports/d-structural-chunking/showtrials_special_report_packages_d3_1_report.txt	moved	moved by pathlib.Path.rename
showtrials_special_report_packages_d3_1_validation.tsv	data/d-structural-chunking/showtrials_special_report_packages_d3_1_validation.tsv	moved	moved by pathlib.Path.rename
showtrials_special_report_packages_d3_1_validation_report.txt	reports/d-structural-chunking/showtrials_special_report_packages_d3_1_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_structural_chunking_d2_by_document.tsv	data/d-structural-chunking/showtrials_structural_chunking_d2_by_document.tsv	moved	moved by pathlib.Path.rename
showtrials_structural_chunking_d2_by_type.tsv	data/d-structural-chunking/showtrials_structural_chunking_d2_by_type.tsv	moved	moved by pathlib.Path.rename
showtrials_structural_chunking_d2_examples.tsv	data/d-structural-chunking/showtrials_structural_chunking_d2_examples.tsv	moved	moved by pathlib.Path.rename
showtrials_structural_chunking_d2_report.txt	reports/d-structural-chunking/showtrials_structural_chunking_d2_report.txt	moved	moved by pathlib.Path.rename
showtrials_structural_chunking_d2_validation.tsv	data/d-structural-chunking/showtrials_structural_chunking_d2_validation.tsv	moved	moved by pathlib.Path.rename
showtrials_structural_chunking_d2_validation_report.txt	reports/d-structural-chunking/showtrials_structural_chunking_d2_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_structural_samples_d2_1_index.tsv	data/d-structural-chunking/showtrials_structural_samples_d2_1_index.tsv	moved	moved by pathlib.Path.rename
showtrials_structural_samples_d2_1_report.txt	reports/d-structural-chunking/showtrials_structural_samples_d2_1_report.txt	moved	moved by pathlib.Path.rename
showtrials_structural_samples_d2_2_report.txt	reports/d-structural-chunking/showtrials_structural_samples_d2_2_report.txt	moved	moved by pathlib.Path.rename
showtrials_structural_samples_d2_2_review_index.tsv	data/d-structural-chunking/showtrials_structural_samples_d2_2_review_index.tsv	moved	moved by pathlib.Path.rename
showtrials_tag_process_audit_report.txt	reports/e-semantic-layer/showtrials_tag_process_audit_report.txt	moved	moved by pathlib.Path.rename
showtrials_tag_process_exclusive.tsv	data/e-semantic-layer/showtrials_tag_process_exclusive.tsv	moved	moved by pathlib.Path.rename
showtrials_tag_process_matrix.tsv	data/e-semantic-layer/showtrials_tag_process_matrix.tsv	moved	moved by pathlib.Path.rename
showtrials_tags.json	data/c-catalog-taxonomy/showtrials_tags.json	moved	moved by pathlib.Path.rename
showtrials_taxonomy_anomalies.tsv	data/c-catalog-taxonomy/showtrials_taxonomy_anomalies.tsv	moved	moved by pathlib.Path.rename
showtrials_taxonomy_document_matrix.tsv	data/c-catalog-taxonomy/showtrials_taxonomy_document_matrix.tsv	moved	moved by pathlib.Path.rename
showtrials_taxonomy_report.txt	reports/c-catalog-taxonomy/showtrials_taxonomy_report.txt	moved	moved by pathlib.Path.rename
showtrials_taxonomy_terms.tsv	data/c-catalog-taxonomy/showtrials_taxonomy_terms.tsv	moved	moved by pathlib.Path.rename
showtrials_taxonomy_terms_report.txt	reports/c-catalog-taxonomy/showtrials_taxonomy_terms_report.txt	moved	moved by pathlib.Path.rename
showtrials_text_cleanliness.tsv	data/c-catalog-taxonomy/showtrials_text_cleanliness.tsv	moved	moved by pathlib.Path.rename
showtrials_text_cleanliness_report.txt	reports/c-catalog-taxonomy/showtrials_text_cleanliness_report.txt	moved	moved by pathlib.Path.rename
showtrials_timeline.tsv	data/c-catalog-taxonomy/showtrials_timeline.tsv	moved	moved by pathlib.Path.rename
showtrials_title_document_entities.tsv	data/e-semantic-layer/showtrials_title_document_entities.tsv	moved	moved by pathlib.Path.rename
showtrials_title_entities.tsv	data/e-semantic-layer/showtrials_title_entities.tsv	moved	moved by pathlib.Path.rename
showtrials_title_entities_report.txt	reports/e-semantic-layer/showtrials_title_entities_report.txt	moved	moved by pathlib.Path.rename
showtrials_title_entity_pairs.tsv	data/e-semantic-layer/showtrials_title_entity_pairs.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_cost_by_document.tsv	data/t-translation-planning/showtrials_translation_cost_by_document.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_cost_by_document_type.tsv	data/t-translation-planning/showtrials_translation_cost_by_document_type.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_cost_by_process.tsv	data/t-translation-planning/showtrials_translation_cost_by_process.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_cost_report.txt	reports/t-translation-planning/showtrials_translation_cost_report.txt	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_freeze_readiness.tsv	data/g-glossary/showtrials_translation_glossary_freeze_readiness.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_freeze_readiness_report.txt	reports/g-glossary/showtrials_translation_glossary_freeze_readiness_report.txt	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g3.tsv	data/g-glossary/showtrials_translation_glossary_g3.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g3_report.txt	reports/g-glossary/showtrials_translation_glossary_g3_report.txt	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g3_review.tsv	data/g-glossary/showtrials_translation_glossary_g3_review.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g3_validation.tsv	data/g-glossary/showtrials_translation_glossary_g3_validation.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g3_validation_report.txt	reports/g-glossary/showtrials_translation_glossary_g3_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g4.tsv	data/g-glossary/showtrials_translation_glossary_g4.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g4_1.tsv	data/g-glossary/showtrials_translation_glossary_g4_1.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g4_1_report.txt	reports/g-glossary/showtrials_translation_glossary_g4_1_report.txt	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g4_1_review.tsv	data/g-glossary/showtrials_translation_glossary_g4_1_review.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g4_1_validation.tsv	data/g-glossary/showtrials_translation_glossary_g4_1_validation.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g4_1_validation_report.txt	reports/g-glossary/showtrials_translation_glossary_g4_1_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g4_report.txt	reports/g-glossary/showtrials_translation_glossary_g4_report.txt	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_g4_review.tsv	data/g-glossary/showtrials_translation_glossary_g4_review.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_seed_plan_v1.tsv	data/g-glossary/showtrials_translation_glossary_seed_plan_v1.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_seeds_v1.tsv	data/g-glossary/showtrials_translation_glossary_seeds_v1.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_seeds_v1_report.txt	reports/g-glossary/showtrials_translation_glossary_seeds_v1_report.txt	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_seeds_v1_validation_report.txt	reports/g-glossary/showtrials_translation_glossary_seeds_v1_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_v1.tsv	data/g-glossary/showtrials_translation_glossary_v1.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_v1_report.txt	reports/g-glossary/showtrials_translation_glossary_v1_report.txt	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_v1_review.tsv	data/g-glossary/showtrials_translation_glossary_v1_review.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_glossary_v1_validation_report.txt	reports/g-glossary/showtrials_translation_glossary_v1_validation_report.txt	moved	moved by pathlib.Path.rename
showtrials_translation_profiles_v1.tsv	data/t-translation-planning/showtrials_translation_profiles_v1.tsv	moved	moved by pathlib.Path.rename
showtrials_translation_profiles_v1_report.txt	reports/t-translation-planning/showtrials_translation_profiles_v1_report.txt	moved	moved by pathlib.Path.rename
showtrials_truncated_person_candidates.tsv	data/e-semantic-layer/showtrials_truncated_person_candidates.tsv	moved	moved by pathlib.Path.rename
showtrials_truncated_person_candidates_report.txt	reports/e-semantic-layer/showtrials_truncated_person_candidates_report.txt	moved	moved by pathlib.Path.rename
showtrials_users.json	data/b-json-export-search/showtrials_users.json	moved	moved by pathlib.Path.rename
sitemap-urls.txt	reports/a-extraction/sitemap-urls.txt	moved	moved by pathlib.Path.rename
validate-showtrials-attachment-taxonomy-d3-1a.py	scripts/d-structural-chunking/validate-showtrials-attachment-taxonomy-d3-1a.py	moved	moved by pathlib.Path.rename
validate-showtrials-attachment-taxonomy-refinement-d3-1b.py	scripts/d-structural-chunking/validate-showtrials-attachment-taxonomy-refinement-d3-1b.py	moved	moved by pathlib.Path.rename
validate-showtrials-chunking-blueprint-v1.py	scripts/d-structural-chunking/validate-showtrials-chunking-blueprint-v1.py	moved	moved by pathlib.Path.rename
validate-showtrials-chunking-blueprint-v1_1.py	scripts/d-structural-chunking/validate-showtrials-chunking-blueprint-v1_1.py	moved	moved by pathlib.Path.rename
validate-showtrials-corpus-sizing-chunking-d1.py	scripts/d-structural-chunking/validate-showtrials-corpus-sizing-chunking-d1.py	moved	moved by pathlib.Path.rename
validate-showtrials-document-types-v2.py	scripts/c-catalog-taxonomy/validate-showtrials-document-types-v2.py	moved	moved by pathlib.Path.rename
validate-showtrials-document-types-v3.py	scripts/c-catalog-taxonomy/validate-showtrials-document-types-v3.py	moved	moved by pathlib.Path.rename
validate-showtrials-document-types-v4.py	scripts/c-catalog-taxonomy/validate-showtrials-document-types-v4.py	moved	moved by pathlib.Path.rename
validate-showtrials-organization-families.py	scripts/e-semantic-layer/validate-showtrials-organization-families.py	moved	moved by pathlib.Path.rename
validate-showtrials-organization-hierarchy.py	scripts/e-semantic-layer/validate-showtrials-organization-hierarchy.py	moved	moved by pathlib.Path.rename
validate-showtrials-person-centrality.py	scripts/e-semantic-layer/validate-showtrials-person-centrality.py	moved	moved by pathlib.Path.rename
validate-showtrials-person-institution-profiles-v2.py	scripts/e-semantic-layer/validate-showtrials-person-institution-profiles-v2.py	moved	moved by pathlib.Path.rename
validate-showtrials-person-organization-matrix.py	scripts/e-semantic-layer/validate-showtrials-person-organization-matrix.py	moved	moved by pathlib.Path.rename
validate-showtrials-process-layer.py	scripts/e-semantic-layer/validate-showtrials-process-layer.py	moved	moved by pathlib.Path.rename
validate-showtrials-process-profiles.py	scripts/e-semantic-layer/validate-showtrials-process-profiles.py	moved	moved by pathlib.Path.rename
validate-showtrials-roles-v2.py	scripts/e-semantic-layer/validate-showtrials-roles-v2.py	moved	moved by pathlib.Path.rename
validate-showtrials-search-v2.py	scripts/c-catalog-taxonomy/validate-showtrials-search-v2.py	moved	moved by pathlib.Path.rename
validate-showtrials-semantic-baseline.sh	scripts/e-semantic-layer/validate-showtrials-semantic-baseline.sh	moved	moved by pathlib.Path.rename
validate-showtrials-special-report-packages-d3-1.py	scripts/d-structural-chunking/validate-showtrials-special-report-packages-d3-1.py	moved	moved by pathlib.Path.rename
validate-showtrials-structural-chunking-d2.py	scripts/d-structural-chunking/validate-showtrials-structural-chunking-d2.py	moved	moved by pathlib.Path.rename
validate-showtrials-translation-glossary-g3.py	scripts/g-glossary/validate-showtrials-translation-glossary-g3.py	moved	moved by pathlib.Path.rename
validate-showtrials-translation-glossary-g4-1.py	scripts/g-glossary/validate-showtrials-translation-glossary-g4-1.py	moved	moved by pathlib.Path.rename
validate-showtrials-translation-glossary-seeds-v1.py	scripts/g-glossary/validate-showtrials-translation-glossary-seeds-v1.py	moved	moved by pathlib.Path.rename
validate-showtrials-translation-glossary-v1.py	scripts/g-glossary/validate-showtrials-translation-glossary-v1.py	moved	moved by pathlib.Path.rename
