document_post_id	marker	attachment_type_guess	context_snippet
8001	направляю	package_marker	...zhova-i-v-stalinu-s-prilozheniem-protokola-doprosa-yu-i-dukata СОВЕРШЕННО СЕКРЕТНО. СЕКРЕТАРЮ ЦК ВКП(б) – тов. СТАЛИНУ. Направляю Вам протокол допроса арестованного Управлением НКВД Азово-Черноморского края участника троцкистской организации – ДУКАТ...
8001	протокол допроса	interrogation_protocol	...inu-s-prilozheniem-protokola-doprosa-yu-i-dukata СОВЕРШЕННО СЕКРЕТНО. СЕКРЕТАРЮ ЦК ВКП(б) – тов. СТАЛИНУ. Направляю Вам протокол допроса арестованного Управлением НКВД Азово-Черноморского края участника троцкистской организации – ДУКАТА Ю.И. , от 12-го мар...
8001	протокол допроса	interrogation_protocol	...ОДНЫЙ КОМИССАР ВНУТРЕННИХ ДЕЛ СОЮЗА ССР: Ежов (Н. ЕЖОВ) 23 марта 1937 г. № 56372 РГАСПИ Ф. 17, Оп. 171, Д. 298, Л. 122. ПРОТОКОЛ ДОПРОСА ДУКАТА, Юлия Ивановича , от 8 марта 1937 года. ДУКАТ Ю.И ., 1889 года рождения, урож<енец> Лифляндской губернии, Венген...
8001	протокол допроса	interrogation_protocol	...Отдела ГУГБ – Лейтенант Государ. Безопасности: Голанский ( ГОЛАНСКИЙ ) РГАСПИ Ф. 17, Оп. 171, Д. 298, Л. 123-136. [1] В протоколе допроса зафиксирована фамилия “Берковский”.
8704	с приложением	package_marker	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Н.И. Бухариным и С.Б. Членовым ПРОЦЕСС 2-12 МАРТА 1938 г. БУХАРИН Материалы следствия 1938...
8704	приложение	package_marker	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Н.И. Бухариным и С.Б. Членовым ПРОЦЕСС 2-12 МАРТА 1938 г. БУХАРИН Материалы следствия 1938...
8704	направляю	package_marker	...iem-protokola-ochnoj-stavki-mezhdu-n-i-buharinym-i-s-b-chlenovym Сов<ершенно> секретно СЕКРЕТАРЮ ЦК ВКП(б) тов. СТАЛИНУ Направляю протокол очной ставки между Бухариным Н.И, и Членовым С.Б . от 7 марта c<его> г<ода>. Членов на допросе 6 марта c<его>...
8704	протокол допроса	interrogation_protocol	...тделения 4 Отдела ГУГБ капитан госуд. безопасности Коган РГАСПИ Ф. 17, Оп. 171, Д. 459, Л. 216-225. [1] Здесь и далее в протоколе допроса фамилия М.В. Вишняка иногда фиксируется ошибочно – “Вишняков”. [2] Возможно, Августа Петровна Короткова, секретарша Н....
7711	с приложением	package_marker	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Троцкисты Азо...
7711	приложение	package_marker	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Троцкисты Азо...
7711	протокол допроса	interrogation_protocol	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Троцкисты Азово-Черноморского к...
7711	направляю	package_marker	...va-i-v-stalinu-s-prilozheniem-protokola-doprosa-g-s-gerasimato Совершенно секретно. СЕКРЕТАРЮ ЦК ВКП(б) – тов. СТАЛИНУ. Направляю Вам протокол допроса арестованного Управлением НКВД Азово-Черноморского края участника троцкистской организации ГЕРАСИМ...
7711	протокол допроса	interrogation_protocol	...-s-prilozheniem-protokola-doprosa-g-s-gerasimato Совершенно секретно. СЕКРЕТАРЮ ЦК ВКП(б) – тов. СТАЛИНУ. Направляю Вам протокол допроса арестованного Управлением НКВД Азово-Черноморского края участника троцкистской организации ГЕРАСИМАТО Г.С. от 6 марта с...
7711	протокол допроса	interrogation_protocol	...Й КОМИССАР ВНУТРЕННИХ ДЕЛ СОЮЗА ССР – Ежов (Н. ЕЖОВ) 23 марта 1937 года. № 56371 РГАСПИ Ф, 17, Оп. 171, Д. 298, Л. 111. ПРОТОКОЛ ДОПРОСА ГЕРАСИМАТО Герасима Спиридоновича От 6 марта 1937 года. ГЕРАСИМАТО Г.С. , 1910 г<ода> р<ождения>, уроженец г. Таганрога...
7726	с приложением	package_marker	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Табанакова ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Партизаны 193...
