document_post_id	document_title	primary_process	package_likelihood	attachment_type	dominant_attachment_type
5650	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Г.С. Тымянского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5654	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Е.А. Дрейцера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5654	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Е.А. Дрейцера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	memo	interrogation_protocol
5654	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Е.А. Дрейцера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	interrogation_protocol
5656	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.П. Бакаева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5657	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса М.И. Лурье	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5657	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса М.И. Лурье	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	interrogation_protocol
5662	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.И. Биркенгофа	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5664	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Е.А. Дрейцера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5664	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Е.А. Дрейцера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	memo	interrogation_protocol
5667	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.С. Эстермана	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5669	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Р.А. Грюнштейн	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5669	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Р.А. Грюнштейн	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	list	interrogation_protocol
5673	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса С.В. Мрачковского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5673	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса С.В. Мрачковского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	interrogation_protocol
5676	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса С.Я. Бабахана	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5680	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса И.Ф. Флакса	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5684	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5684	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	list	interrogation_protocol
5685	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Д.А. Шмидта	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5692	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Н.Л. Лурье	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5693	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявления Г.Е. Зиновьева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	reference_note
5695	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса К.И. Грюнштейна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5696	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Г.М. Аркуса	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5697	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса А.И. Уварова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5699	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса В.А. Тер-Ваганяна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5700	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5700	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	memo	interrogation_protocol
5700	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	theses	interrogation_protocol
5701	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.П. Бакаева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5707	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.Г. Пригожина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5707	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.Г. Пригожина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	diary	interrogation_protocol
5707	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.Г. Пригожина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
5708	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявлений Г.М. Аркуса И.В. Сталину от 21 июля 1936 г. и Н.И. Ежову без даты, не позднее 26 июля 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	draft_project	draft_project
5709	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Н.Л. Лурье	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5712	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса К.Б. Бермана-Юрина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5712	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса К.Б. Бермана-Юрина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	memo	interrogation_protocol
5712	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса К.Б. Бермана-Юрина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	interrogation_protocol
5713	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.В. Галкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5713	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.В. Галкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
5714	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Р.В. Пикеля	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5715	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса М.Т. Антонова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5716	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса С.Я. Бабахана	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5717	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Л.Б. Каменева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5717	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Л.Б. Каменева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	memo	interrogation_protocol
5717	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Л.Б. Каменева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	interrogation_protocol
5718	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола очной ставки между Г.Е. Зиновьевым и Н.А. Каревым	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	memo	memo
5720	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Л.Б. Каменева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5721	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Г.Е. Зиновьева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5722	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5724	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5727	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявления В.А. Тер-Ваганяна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	reference_note
5729	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.Ф. Дитятевой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5730	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса К.Б. Бермана-Юрина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5730	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса К.Б. Бермана-Юрина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	memo	interrogation_protocol
5731	Спецсообщение Г.Г. Ягоды В.М. Молотову с приложением протокола очной ставки между И.Н. Смирновым и С.В. Мрачковским	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	unknown_attachment	unknown_attachment
5732	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса С.М. Закса-Гладнева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5734	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Г.С. Фридлянда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5734	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Г.С. Фридлянда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	list	interrogation_protocol
5735	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола очной ставки между Г.М. Аркусом и И.И. Рейнгольдом	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5735	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола очной ставки между Г.М. Аркусом и И.И. Рейнгольдом	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	interrogation_protocol
5736	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.Г. Пригожина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5737	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5737	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	list	interrogation_protocol
5740	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса С.Б. Членова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5741	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Н.В. Голубенко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5741	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Н.В. Голубенко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
5742	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Г.Е. Евдокимова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5743	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Л.Б. Каменева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5744	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Е.А. Дрейцера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5746	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.Ф. Дитятевой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5747	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением допроса В.Ф. Логинова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5750	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.Ю. Тивеля	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5751	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса С.В. Мрачковского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5756	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Е.А. Дрейцера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5758	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса В.А. Тер-Ваганяна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5759	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.П. Бакаева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5761	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Л.Б. Каменева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5762	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5764	Спецсообщение Г.Г. Ягоды Л.М. Кагановичу с приложением протокола допроса И.И. Рейнгольда	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5767	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением допроса В.Ф. Логинова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5768	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением заявления Г.Е. Зиновьева Г.С. Люшкову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	reference_note
5773	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса М.О. Зюка	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5777	Спецсообщение Г.А. Молчанова Н.И. Ежову с приложением заявления А.О. Альского от 15 апреля 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5791	Спецсообщение Н.И. Ежова И.В. Сталину с приложением письма Л.А. Шацкина А.Я. Вышинскому, И.В. Сталину и Н.И. Ежову от 22 октября 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	reference_note
5792	Спецсообщение Н.И. Ежова И.В. Сталину с приложением письма Т.И. Глебовой от 31 октября 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	unknown_attachment	unknown_attachment
5793	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протоколов допроса А. Кунта от 13 и 14 декабря 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	interrogation_protocol	interrogation_protocol
5793	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протоколов допроса А. Кунта от 13 и 14 декабря 1936 г.	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	reference_note	interrogation_protocol
5794	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.Ю. Тивеля	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5797	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Н.Г. Туманова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5798	Спецсообщения Г.Г. Ягоды И.В. Сталину и Н.И. Ежову с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5800	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.А. Шестова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5804	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Б.И. Кузьмичева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5806	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.М. Гертика	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5807	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5808	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса И.Т. Смилги	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5809	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Б.И. Кузьмичева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5811	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса М.О. Зюка	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5817	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления П.Ф. Сапожникова И.В. Сталину и справки СПО ГУГБ НКВД по делу П.Ф. Сапожникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	reference_note	reference_note
5818	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Ф.В. Яблонской	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5820	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5823	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса К.С. Дорофеева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5823	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса К.С. Дорофеева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
5825	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5826	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Н.И. Москалева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5828	Спецсообщение Г.Г. Ягоды Н.И. Ежову об аресте Ю.Л. Пятакова и Н.И. Москалева и о первом допросе Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	possible	interrogation_protocol	interrogation_protocol
5830	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.А. Колоскова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5832	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Ю.Л. Пятакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5833	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5833	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
5835	Спецсообщение Г.Г. Ягоды Н.И. Ежову об аресте и обыске у К.Б. Радека с приложением частично зашифрованного письма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
5839	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Д.А. Шмидта	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5841	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.А. Докучаева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5845	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса А.И. Юлина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5846	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса М.Ф. Иоэльсона	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5847	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Н.А. Угланова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5853	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.М. Оберталлера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5854	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.А. Колоскова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5857	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Оскольского-Финкельштейна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5860	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Кашкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5862	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Докучаева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5865	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.М. Оберталлера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5870	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Потяева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5870	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Потяева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
5870	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Потяева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	diary	interrogation_protocol
5870	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Потяева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
5873	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Шестова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5874	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между С.А. Ратайчаком и В.Ф. Логиновым и последующего допроса С.А. Ратайчака	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	memo
5874	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между С.А. Ратайчаком и В.Ф. Логиновым и последующего допроса С.А. Ратайчака	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	memo
5876	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Юлина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5876	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Юлина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
5880	Спецсообщение Н.И. Ежова И.В. Сталину с приложение протокола допроса Ф.Ф. Иоэльсон	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5880	Спецсообщение Н.И. Ежова И.В. Сталину с приложение протокола допроса Ф.Ф. Иоэльсон	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	reference_note	interrogation_protocol
5883	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Я. Сокольникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5884	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.Г. Ольховского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
5889	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.А. Жарикова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
