document_post_id	document_title	primary_process	package_likelihood	attachment_type	dominant_attachment_type
6776	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением заявления Г.Е. Зиновьева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	unknown_attachment	unknown_attachment
6790	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6794	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6796	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.П. Давыдова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6800	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Гордона	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6813	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.В. Келдыша	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6816	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса П.Т. Богачева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6819	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Мусульбаса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6823	Спецсообщение Г.Г. Ягоды И.В. Сталину об аресте и обыске у С.С. Зорина, А.Г. Шляпникова, Н.А. Емельянова и И.Т. Смилги	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	strong	diary	diary
6823	Спецсообщение Г.Г. Ягоды И.В. Сталину об аресте и обыске у С.С. Зорина, А.Г. Шляпникова, Н.А. Емельянова и И.Т. Смилги	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	strong	theses	diary
6842	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением писем Г.Е. Зиновьева и С.Г. Радомысльского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	strong	unknown_attachment	unknown_attachment
6928	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Ф. Захариной	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6933	Спецсообщение Л.М. Заковского А.А. Жданову с приложением протокола допроса К.Н. Лукницкого	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6958	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протоколов допроса А. Венглош	РАЗНЫЕ ДОКУМЕНТЫ	strong	interrogation_protocol	interrogation_protocol
6963	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.А. Кушнера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6982	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Гордона	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6984	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Гордона	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6990	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ф.И. Никогда	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6992	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Д. Арсентьева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6996	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.В. Дзедзиевского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
6998	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса П.Н. Королева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7000	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Мусульбаса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7003	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.Т. Шермергорна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7006	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.Ф. Городецкого	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7009	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Мусульбаса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7013	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.С. Мамишвили-Мишкевича	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7015	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.О. Норкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7015	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.О. Норкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
7017	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Трубиева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7017	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.И. Трубиева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
7019	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.М. Меерсона	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7021	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.К. Дрожжина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7053	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Витковского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7063	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.Б. Радека	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7071	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Е. Барского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7079	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Мусульбаса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7082	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Ф. Овчинникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7089	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Карпова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7099	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.П. Серебрякова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7101	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.А. Лившица	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7101	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.А. Лившица	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
7103	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Е. Быстрова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7103	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Е. Быстрова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	reference_note	interrogation_protocol
7105	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.А. Мусульбаса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7109	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.И. Сумецкого	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7124	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.Д. Турока	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7131	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Чередниченко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7141	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Н. Дьячкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7153	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.А. Асилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7153	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.А. Асилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
7153	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.А. Асилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
7155	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Н.К. Буянского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7159	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.С. Тер-Минасова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7162	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Н. Астрова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7162	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Н. Астрова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
7162	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Н. Астрова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
7162	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Н. Астрова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
7174	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.И. Кавтарадзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7174	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.И. Кавтарадзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
7174	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.И. Кавтарадзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
7181	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.М. Лупашко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7186	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Р.И. Тодорской	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
7190	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Г.Я. Сокольниковым и К.Б. Радеком	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
7192	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Л.П. Серебряковым и К.Б. Радеком	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	list
7194	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Е. Тамма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7194	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Е. Тамма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
7204	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.П. Серебрякова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7204	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.П. Серебрякова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
7214	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением документов, найденных при обыске у Н.В. Комогорова	РАЗНЫЕ ДОКУМЕНТЫ	strong	list	list
7214	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением документов, найденных при обыске у Н.В. Комогорова	РАЗНЫЕ ДОКУМЕНТЫ	strong	theses	list
7218	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.Н. Афонина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7220	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса О.П. Дзениса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7222	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Ю.Л. Пятаковым и Я.Н. Дробнисом	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
7227	Спецсообщение Н.И. Ежова И.В. Сталину с приложением докладной записки М.В. Кузнецова о Л.Л. Авербахе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	memo
7227	Спецсообщение Н.И. Ежова И.В. Сталину с приложением докладной записки М.В. Кузнецова о Л.Л. Авербахе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	reference_note	memo
7230	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.Б. Федосеева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7233	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Ф. Постоловского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7252	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.Н. Вечерковского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7252	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.Н. Вечерковского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	list	interrogation_protocol
7294	Спецсообщение Н.И. Ежова И.В. Сталину с приложением материалов о Х.Г. Раковском	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7296	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса О.Ф. Янкуса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7351	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7351	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	interrogation_protocol
7355	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса З.А. Ашрафяна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7359	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.М. Манюрина-Броварского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7363	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.А. Татулова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7365	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса Л.М. Островской (Сидерман)	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7365	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса Л.М. Островской (Сидерман)	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
7377	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ф.П. Медведева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7377	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ф.П. Медведева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
7379	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.Х. Варданиана	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7410	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса Д.Т. Шермергорна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7410	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса Д.Т. Шермергорна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
7417	Спецсообщение Н.И. Ежова И.В. Сталину с приложением анонимного письма о положении в Винницкой области Украины	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	unknown_attachment	unknown_attachment
7444	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.П. Шевелева-Лубкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7444	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.П. Шевелева-Лубкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
7444	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.П. Шевелева-Лубкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	reference_note	interrogation_protocol
7455	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Е.Ф. Куликова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7462	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Д. Зайцева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7462	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Д. Зайцева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	memo	interrogation_protocol
7476	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса О.П. Дзениса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7517	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.А. Молчанова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7517	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.А. Молчанова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	interrogation_protocol
7517	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.А. Молчанова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	list	interrogation_protocol
7542	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.С. Дорофеева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7542	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.С. Дорофеева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	reference_note	interrogation_protocol
7548	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Я. Любарского и выписки из протокола заседания бюро ГК ВКП(б) г. Шахты	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7548	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Я. Любарского и выписки из протокола заседания бюро ГК ВКП(б) г. Шахты	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	theses	interrogation_protocol
7550	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.М. Ерофицкого	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7553	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Луцука	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7555	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7561	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.П. Нестерова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7561	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.П. Нестерова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	interrogation_protocol
7572	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Карпова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7574	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.Я. Александрова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7574	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.Я. Александрова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	reference_note	interrogation_protocol
7576	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Г. Мдивани	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7582	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.А. Лившица	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7602	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.С. Богуславского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7604	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.П. Бухарцева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7607	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.С. Зенцова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7623	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Г. Козелева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7623	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Г. Козелева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	diary	interrogation_protocol
7625	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Г. Грольмана	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7627	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса П.К. Александрова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7627	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса П.К. Александрова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	reference_note	interrogation_protocol
7630	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Н. Слепкова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7630	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Н. Слепкова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	interrogation_protocol
7630	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Н. Слепкова	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	interrogation_protocol
7644	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Г. Козелева	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7654	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.Н. Миронова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	strong	interrogation_protocol	interrogation_protocol
7656	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.К. Яглома	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7662	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Кузьмина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7662	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Кузьмина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	reference_note	interrogation_protocol
7662	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Кузьмина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	diary	interrogation_protocol
7662	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Кузьмина	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	theses	interrogation_protocol
7673	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Шмидта	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	interrogation_protocol	interrogation_protocol
7673	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Шмидта	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	memo	interrogation_protocol
7687	Спецсообщение Н.И. Ежова И.В. Сталину с приложением стенограммы очной ставки между А.И. Рыковым и С.Н. Радиным	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	unknown_attachment	unknown_attachment
7693	Спецсообщение Н.И. Ежова И.В. Сталину с приложением стенограммы очной ставки между А.И. Рыковым и Б.П. Нестеровым	ПРОЦЕСС 2-12 МАРТА 1938 г.	strong	unknown_attachment	unknown_attachment
