item_id	href	resolved_url	label	is_html	is_external	source_class	target_path
P2004-0088	documents/Great_Terror/Operative_Order_00486.doc	http://perpetrator2004.narod.ru/documents/Great_Terror/Operative_Order_00486.doc	Оперативный приказ Ежова 00486 о репрессировании жен изменников родины, членов право-троцкистских шпионско-диверсионных организаций, осужденных военной коллегией и военными трибуналами по первой и второй категории, начиная с 1 августа 1936 г	no	no	internal	data/perpetrator2004/raw/mirror/documents/Great_Terror/Operative_Order_00486.doc
P2004-0089	documents/Great_Terror/Operative_Order_00593.doc	http://perpetrator2004.narod.ru/documents/Great_Terror/Operative_Order_00593.doc	Оперативный приказ Ежова 00593	no	no	internal	data/perpetrator2004/raw/mirror/documents/Great_Terror/Operative_Order_00593.doc
P2004-0090	documents/Great_Terror/Circular_Letter_106_20_May_1938.doc	http://perpetrator2004.narod.ru/documents/Great_Terror/Circular_Letter_106_20_May_1938.doc	Циркуляр Народного комиссара внутренних дел Союза ССР № 106	no	no	internal	data/perpetrator2004/raw/mirror/documents/Great_Terror/Circular_Letter_106_20_May_1938.doc
P2004-0091	documents/Great_Terror/Beria_Order_00689.doc	http://perpetrator2004.narod.ru/documents/Great_Terror/Beria_Order_00689.doc	Приказ Берии 00689	no	no	internal	data/perpetrator2004/raw/mirror/documents/Great_Terror/Beria_Order_00689.doc
P2004-0093	documents/Show_Trials/Zinoviev_Kamenev_Trial.doc	http://perpetrator2004.narod.ru/documents/Show_Trials/Zinoviev_Kamenev_Trial.doc	Процесс по делу «антисоветского объединенного троцкистско-зиновьевского центра»	no	no	internal	data/perpetrator2004/raw/mirror/documents/Show_Trials/Zinoviev_Kamenev_Trial.doc
P2004-0094	documents/Show_Trials/Radek_Pyatakov_Trial.doc	http://perpetrator2004.narod.ru/documents/Show_Trials/Radek_Pyatakov_Trial.doc	Процесс «антисоветского троцкистского центра	no	no	internal	data/perpetrator2004/raw/mirror/documents/Show_Trials/Radek_Pyatakov_Trial.doc
P2004-0095	documents/Show_Trials/Bukharin_Trial.doc	http://perpetrator2004.narod.ru/documents/Show_Trials/Bukharin_Trial.doc	Процесс «троцкистко-бухаринского блока»»	no	no	internal	data/perpetrator2004/raw/mirror/documents/Show_Trials/Bukharin_Trial.doc
P2004-0096	http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Search_Record.doc	http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Search_Record.doc	Акт об обыске у Ягоды	no	no	internal	data/perpetrator2004/raw/mirror/documents/Yagoda/Yagoda_Search_Record.doc
P2004-0097	http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Interrogation_Records.doc	http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Interrogation_Records.doc	Протоколы допросов Ягоды	no	no	internal	data/perpetrator2004/raw/mirror/documents/Yagoda/Yagoda_Interrogation_Records.doc
P2004-0098	http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Confrontation_Records.doc	http://perpetrator2004.narod.ru/documents/Yagoda/Yagoda_Confrontation_Records.doc	Протоколы очных ставок	no	no	internal	data/perpetrator2004/raw/mirror/documents/Yagoda/Yagoda_Confrontation_Records.doc
P2004-0099	http://perpetrator2004.narod.ru/documents/Yagoda/Prosecutors_Interrogation_Record.doc	http://perpetrator2004.narod.ru/documents/Yagoda/Prosecutors_Interrogation_Record.doc	Протокол допроса обвиняемого Ягоды сотрудниками Прокуратуры СССР – Прокурором СССР А.Я. Вышинским и следователем по важнейшим делам при Прокуроре СССР Шейниным	no	no	internal	data/perpetrator2004/raw/mirror/documents/Yagoda/Prosecutors_Interrogation_Record.doc
P2004-0100	http://perpetrator2004.narod.ru/documents/Yagoda/Kirshon_s_Report_on_Yagoda_s_Behavior_in_Prison.doc	http://perpetrator2004.narod.ru/documents/Yagoda/Kirshon_s_Report_on_Yagoda_s_Behavior_in_Prison.doc	Сообщение В.М. Киршона о поведении Ягоды в тюрьме	no	no	internal	data/perpetrator2004/raw/mirror/documents/Yagoda/Kirshon_s_Report_on_Yagoda_s_Behavior_in_Prison.doc
P2004-0101	http://perpetrator2004.narod.ru/documents/Yagoda/Shothand_Record_of_Closed_Session.doc	http://perpetrator2004.narod.ru/documents/Yagoda/Shothand_Record_of_Closed_Session.doc	Стенографический протокол закрытого судебного заседания Военной коллегии Верховного суда СССР 9 марта 1938 года	no	no	internal	data/perpetrator2004/raw/mirror/documents/Yagoda/Shothand_Record_of_Closed_Session.doc
P2004-0102	http://perpetrator2004.narod.ru/documents/kirov/picb_621.gif	http://perpetrator2004.narod.ru/documents/kirov/picb_621.gif	Ситуационная схема	no	no	internal	data/perpetrator2004/raw/mirror/documents/kirov/picb_621.gif
P2004-0103	http://perpetrator2004.narod.ru/documents/kirov/Khanik_Documents_Records.doc	http://perpetrator2004.narod.ru/documents/kirov/Khanik_Documents_Records.doc	Протоколы допроса Николаева от 1 и 3 декабря 1934 г	no	no	internal	data/perpetrator2004/raw/mirror/documents/kirov/Khanik_Documents_Records.doc
P2004-0104	http://perpetrator2004.narod.ru/documents/kirov/Kotolynov_Interrogation_Record.doc	http://perpetrator2004.narod.ru/documents/kirov/Kotolynov_Interrogation_Record.doc	Протокол допроса Котолынова от 19 декабря 1934 г	no	no	internal	data/perpetrator2004/raw/mirror/documents/kirov/Kotolynov_Interrogation_Record.doc
P2004-0105	http://perpetrator2004.narod.ru/documents/kirov/Kotolynov_s_Statement_re_Indictment.doc	http://perpetrator2004.narod.ru/documents/kirov/Kotolynov_s_Statement_re_Indictment.doc	Заявление Котолынова от 27 декабря 1934 г.	no	no	internal	data/perpetrator2004/raw/mirror/documents/kirov/Kotolynov_s_Statement_re_Indictment.doc
P2004-0107	http://perpetrator2004.narod.ru/documents/kirov/Professor_Dembo_s_Letter.doc	http://perpetrator2004.narod.ru/documents/kirov/Professor_Dembo_s_Letter.doc	Письмо профессора Дембо в комиссию Политбюро	no	no	internal	data/perpetrator2004/raw/mirror/documents/kirov/Professor_Dembo_s_Letter.doc
P2004-0108	http://perpetrator2004.narod.ru/documents/kirov/Salkov_Statement.doc	http://perpetrator2004.narod.ru/documents/kirov/Salkov_Statement.doc	Воспоминания эксперта-криминалиста Салькова	no	no	internal	data/perpetrator2004/raw/mirror/documents/kirov/Salkov_Statement.doc
P2004-0109	http://perpetrator2004.narod.ru/documents/kirov/Trial_Record_Kotolynov_et_al.doc	http://perpetrator2004.narod.ru/documents/kirov/Trial_Record_Kotolynov_et_al.doc	Протоколы допросов на суде. Котолынов и др	no	no	internal	data/perpetrator2004/raw/mirror/documents/kirov/Trial_Record_Kotolynov_et_al.doc
P2004-0110	http://perpetrator2004.narod.ru/documents/kirov/Trial_Record_Khanik.doc	http://perpetrator2004.narod.ru/documents/kirov/Trial_Record_Khanik.doc	Допрос Ханика на суде	no	no	internal	data/perpetrator2004/raw/mirror/documents/kirov/Trial_Record_Khanik.doc
P2004-0111	http://perpetrator2004.narod.ru/documents/kirov/Special_Reports_to_Yagoda.doc	http://perpetrator2004.narod.ru/documents/kirov/Special_Reports_to_Yagoda.doc	Спецсообщения Ягоде о ходе расследования убийства и суда по делу об убийстве	no	no	internal	data/perpetrator2004/raw/mirror/documents/kirov/Special_Reports_to_Yagoda.doc
P2004-0112	http://perpetrator2004.narod.ru/documents/kirov/Volkova_s_Letter_Verification.doc	http://perpetrator2004.narod.ru/documents/kirov/Volkova_s_Letter_Verification.doc	Из письма М. Н. Волковой в ЦК КПСС о событиях, предшествовавших убийству С. М. Кирова. Из записки КГБ при СМ СССР в ЦК КПСС о проверке письма М. Н. Волковой	no	no	internal	data/perpetrator2004/raw/mirror/documents/kirov/Volkova_s_Letter_Verification.doc
P2004-0113	http://www.ucoz.ru/	http://www.ucoz.ru/		no	yes	external	data/perpetrator2004/raw/mirror/external/www.ucoz.ru/index.html
